ID,Language_ID,Name,Description,Example_IDs,Source,Schema
constr216,vafs1240,Adpositional R Construction (Non-Past Series),"This construction is indirective in flagging. R is introduced by an allative preposition o (with GIVE), a allative-locative preposition dæ with SAY/TELL and with benefactive postposition =ra with Beneficiaries. As in the double object construction, object show differential case marking depending on definiteness of T/P arguments. As in the other construction in the non-past series, A/S is unmarked and indexed by suffixes. In the non-past tenses, subjects are indexed by verb suffixes, T/P (if omitted and animate/definite?) can be indexed by oblique (set-II) clitics (procliticized to the verb)",ex349;ex484,stilo-2010,A(dir) o+R.obl T.dir/obl (t/p=) V-a/s
constr217,vafs1240,R-Indexing Construction (Non-Past Series),"In this construction, used when R is pronominal, R (like P) is indexed by an oblique pronominal clitic. However, R (unlike P which can be marked by a proclitic on the verb), is indexed by an oblique enclitic on the T argument. In this construction as in the other constructions in the non-past series, A/S is unmarked and indexed by suffixes. R-indexing construction is apparently restricted to non-past tenses. A further restriction concerns the fact that T must be indefinite (constructions with definite Ts must use a flagging construction with free pronouns marked as oblique).",ex350;ex485,,A(dir) T.dir/obl=r (t/p=)V-a/s
constr218,vafs1240,Double Object Construction (Past Series),"In the past series, A/S is in the oblique (ergative) case, T can be either direct or oblique (depending on definiteness?), while R is invariably in the oblique. T (like P) can be indexed by verbal suffixes (if unmarked?). A is indexed by oblique clitics (which either procliticize to the verb, or encliticize to a preceding element).",ex351;ex486,,A.obl T.dir/obl a=V-t/p R.obl
constr219,vafs1240,Adpositional R construction (past series),"As in the double object construction in the past series, A/S is in the oblique (ergative) case, T can be either direct or oblique depending on definiteness. T (like P) can be indexed by verbal suffixes (if unmarked?). R is introduced by an allative preposition (with 'give'), a locative preposition with 'tell' and with benefactive postposition with Beneficiaries. A is indexed by oblique clitics (which either procliticize to the verb, or encliticize to a preceding element).",ex352;ex487,,A.obl o+R.obl T.dir/obl a=V-t/p
constr220,abkh1244,Indirective Indexing Construction,"This construction is neutral in flagging as the core arguments are unflagged. It is indirective in indexing as T (like P but also S) is indexed by the absolutive prefixes, while R is indexed by the oblique/dative agreement prefixes (also used for obliques, as well as nominal possessors). A is indexed by still another set of prefixes in the pre-root slot. A variant of this construction (found with some other verbs) is the one where indirective agreement is introduced (followed) by applicative-like preverbs/relational particles; see the second example with 'tell' that uses the relational particle -a (see also benefactive construction under Derived ditransitives).",ex353;ex488,hewitt-1989,A R T obj[T].obj[R].subj[A].V
constr221,hixk1239,Indirective Postpositional Construction,"Both A and T/P are unmarked for case; R is introduced by the postposition =wya ‘to, by’. Indexing is also indirective: object suffixes index T (subject prefixes index A).",ex354,derbyshire-1979,T a+t-V A R=wya
constr222,hixk1239,Benefactive Internal Possessor Construction,The benefactive can also be expressed as a possessor of an object or an adjunct (then in combination with a verbalizing particle). Alternatively benefactive can be introduced by the postposition =hyaka ‘for’.,ex355;ex489,derbyshire-1979,?
constr223,lavu1241,Postpositional Indirective Construction,"The construction is indirective both in flagging and indexing: T characterizes it as a monotransitive with a postpositional adjunct. T (like P) is unmarked, R is introduced by the postposition na (cross-referencing the noun through the object prefix). The verb indexes T through the object agreement prefixes (and also A through the subject agreement slot).",ex356;ex490,terrill-2003,A R+na T obj[T].subj[A].V
constr224,malt1254,Accusative Construction,"SVO order, A unmarked, P coded with preposition lil if definite... [check!]",ex935,,A V [(lil) P]
constr225,huic1243,Monotransitive construction,,ex936,ch05comrie1982,
constr226,udih1248,Accusative Construction,"In the accusative construction the A is unmarked. P is usually accusative, but it may also be unmarked (nominative) if non-specific, or if the possessor of the P is coreferential to the subject (in that case the P takes reflexive-possessive suffixes instead of the accusative case).",ex937,ch10nikolaevatolskaya2001,A P-acc V.subj[A]
constr227,gama1251,Ergative Construction (with DOM),"In monotransitive construction, A is in ergative, P displays differential case marking: P is marked if definite (i.e. 1/2 + 3rd definite). Indexing is accusative, as the agreement for the S and A arguments is identical, and the P is indexed by separate agreement series (Watters 2002: 78-79).",ex1100,watters-2002[78f.],(A.erg) - R.obj - T - V-p-a/s
constr228,mala1464,Monotransitive construction,,,,
constr229,gaga1251,Ergative Indexing Construction,The construction is neutral in terms of flagging as both A and P are unmarked. Indexing is ergative insofar as as P/S arguments are indexed by the absolutive agreement prefixes in the first position and A by the ergative prefix in the second position.,ex1101,harvey-2002,A P obj[P].subj[A].V
constr230,even1260,Accusative construction,"In the accusative construction the A is unmarked. P is usually accusative, however, it may be unmarked (nominative) if the possessor of the P is coreferential to the subject (in that case the P takes reflexive-possessive suffixes instead of the accusative case).",,,A P-acc V.subj[A]
constr231,kwaza,Monotransitive construction,,ex938,,
constr232,finn1318,Accusative Construction,"A is unmarked, T in accusative (or partitive) case depending on definiteness/specificity. Subjects (A/S) are indexed through subject agreement.",,,A V.subj[A] P-acc
constr233,tari1256,Monotransitive construction,,ex939,,
constr234,mode1248,Monotransitive construction,,,,
constr235,lele1276,Monotransitive construction,,ex940,,
constr236,thai1261,Monotransitive construction,,,,
constr237,cavi1250,Monotransitive construction,,ex941,,
constr238,kiny1244,Monotransitive construction,,ex942,,
constr239,hung1274,Monotransitive construction,,ex943,ch001keneseivagofenyvesi1998,
constr240,sahaptin,Monotransitive Construction,"Argument coding in this construction is quite complicated. The schema ""a.V A P-na"" is valid only for 3rd-person nominal A and P. When P is a deictic person, A takes the ergative suffix -nim, and P is expressed by enclitic indexes which can also express A or S. When A is nominal and P is 3rd person anaphoric, P is expressed as a prefix on the verb.",ex944;ex2083;ex2084,rude-1997;rude-2009,a.V A P-na
constr241,nucl1302,Present Series Construction,,ex945,,
constr242,mana1295,Monotransitive construction,,ex946,,
constr243,kaya1319,Monotransitive construction,,ex947,,
constr244,even1259,Accusative construction,"In the accusative construction the A is unmarked. P is usually accusative, however, it may be unmarked (nominative) if the possessor of the P is coreferential to the subject (in that case the P takes reflexive-possessive suffixes instead of the accusative case).",ex948,,A P-acc V.subj[A]
constr245,tami1289,Accusative construction,"A/S are unmarked, P is marked if animate/definite (DOM), A is indexed by agreement suffixes.",ex949,,A P-acc V.subj[A]
constr246,wari1268,Monotransitive construction,,ex950,,
constr247,leti1246,Monotransitive construction,,,,
constr248,abkh1244,Ergative indexing construction,"Flagging is neutral as there is no case on core arguments. Indexing is ergative insofar as S/P are indexed in one agreement slot, while A in another slot: there is also some formal differences between these sets of agreement markers (in the 3rd person).",ex951,,A P obj[P].subj[A].V
constr249,alam1246,Neutral-accusative construction,A and P are unflagged; they are indexed by the subject and object enclitics respectively.,ex952,,A P V.subj[A].obj[P]
constr250,amel1241,Accusative Indexing Construction,"In this construction subject and objects are unmarked; indexing is accusative insofar as the subject is indexed by the verb final suffixes, while the object is indexed by suffixes immediately after the verb.",ex953,,A P V.obj[P].subj[A]
constr251,amha1245,Accusative Construction,"Flagginng is (optionally) accusative: definite Ps take the accusative case. Indexing is accusative: A/S marked by subject suffixes, P is optionally by object suffixes if P is definite.",ex954,,A-nom P(-acc) V.subj[A].(obj[P])
constr252,yuec1235,Monotransitive Construction,,,,A V P
constr253,cash1254,Split Ergative Construction,"In the transitive construction with nominal arguments, A is marked with the ergative case (-n), while the P is unmarked (in the absolutive). In the construction with pronominal arguments, the alignment is rather accusative, as the -n case is found on both A and S (e.g., mi-n ‘you’), while P is unmarked (e.g., mia ‘you’). Indexing is accusative in the form of plural subject agreement (-bu), which is restricted to animate 3rd person subjects.",ex955,,A-erg P V.(subj[A])
constr254,cham1312,Monotransitive Construction,,ex956,topping-1973;cooreman-1987,
constr255,dier1241,Split ergative construction,Split ergative system governed by the animacy hierarchy. No indexing on the verbs.,ex957,,A(erg) P(acc) V
constr256,djin1251,Split Ergative Construction,"Split ergative flagging: ergative with nouns, tripartite with pronouns. Indexing is accusative through different suffix slots for subject and object agreement.",ex958,,A(erg) V-a-p-(aux) P(acc)
constr257,stan1293,Monotransitive construction,,,,
constr258,fonn1241,Neutral Construction,"Both A and P are normally unmarked. However, if P is pronominal it takes a weak (low-tone) form (“objective form”). The determiner in Lefebvre's example (9) pertains to a specific affected P.",ex959,ch03lefebvre1994,A V P
constr259,kala1399,Ergative construction,,ex960,,
constr260,halk1245,Unmarked accusative construction,Flafgging is neutral as both A and P are unmarked. Indexing is rather accusative as P is indexed by object suffixes,ex961,,V-TR-p-(a) A P
constr261,hixk1239,Unmarked Transitive Construction,"The construction is neutral in terms of flagging, as there are no case on core arguments. Also indexing is rather neutral as transitive verb prefixes are distinct from intransitive (but similar to possessive prefixes on nouns). The word order pattern is rather accusative though, as intransitive subject is also postverbal.",ex962,,P subj[A]>obj[P].V A
constr262,arhu1242,Mixed Alignment Construction (monotr.),A is marked by an optional locative/ergative if focused/new. Indexing is accusative with A/S with subject agreement markers and with P with the object agreement markers,ex963,,A(-erg) P subj[A].obj[P].V
constr263,ital1282,(NONE),,,,
constr264,itel1242,Neutral Double-Indexing Construction,Flagging is neutral: A and P (like S) unmarked. Indexing is also neutral inasmuch as a transitive verb takes a special set of cumulative agreement markers (circumfixes) not related to intransitive agreement.,ex964;ex2061,ch001georgvolodin1999,A P subj[A].V.obj[P]
constr265,jara1245,(NONE),,,,
constr266,khan1273,The optional accusative construction,A and P unmarked; definite/topical Os cross-referenced by object number) agreement.,ex965,,A P V.(obj[P]).subj[A]
constr267,nama1264,Accusative Construction,"No flagging on A, general oblique case on P.",ex966,,A P-obl V
constr268,koas1236,Accusative Construction,Alignment is predominantly accusative in both flagging and indexing; yet some intransitive verbs have (nominative) subjects indexed through object (or dative) agreement.,ex967,,A-nom P-acc obj[P].subj[A].V
constr269,koyr1240,Neutral construction,"Subjects and objects unmarked, distinguished by word order. Some pronouns (1sg, 3sg,pl) have distinct form for pronominal Os.",ex968,heath-1998,
constr270,haka1240,Ergative perfective construction,"Case is (split) ergative: with perfective transitive verbs, A is ergative; agreement is acusative though.",ex969,,
constr271,lang1324,Unmarked Accusative Construction,The arguments are unmarked and differentiated through the word order. A/S is cross-referenced by subject agreement prefixes; P by suffixes (object agreement). Object agreement is restricted to human objects.,ex970,,A subj[A].V.obj[P] P
constr272,lavu1241,Accusative Indexing Construction,"Core arguments are unmarked; indexing is secundative: A/S by ‘inner’ subject prefixes (which is optional), P/T by ‘outer’ object prefixes (which is obligatory).",ex971,terrill-2003,A P obj[P].subj[A].V
constr273,mand1415,Monotransitive construction,,,,A V P
constr274,mart1255,Accusative construction,"The usual word order is SVO, but it can be changed due to pragmatic factors: topic tends to be fronted, focus appears in the immediate preverbal position.",ex972,dench-1995[238],A-nom V P-acc
constr275,newa1246,Ergative Construction,"Flagging is ergative without tense or person splits, but is complicated by differential object marking: inanimates are always unmarked, animate Ps are usually in dative. Additionally discourse factors (givenness/accessibility) play a role.",ex973,,A-erg P-dat V.subj[A]
constr276,east2542,Neutral-accusative construction,Flagging is neutral. Indexing is rather accusative; subject prefixes for intransitive and transitive subjects; object suffixes for P/R arguments. If A is lower than P on animacy/person hierarchy; specal inverse forms are used.,ex974,,subj[A].V.obj[P] T R A
constr277,olut1240,Ergative Construction,"The construction is neutral in terms of flagging: both core arguments unmarked. Indexng is ergative insofar as the ergative proclitics on the verb are distinct from the absolutive ones. Yet the construction is rather thripartite, insofar as P (unlike S) is unmarked by absolutive prefixes in the direct construction. Only in the inverse construction P is marked.",ex975,,A subj[A].V P
constr278,nucl1284,Dative/accusative construction,A/S unmarked but indexed through suffixal agreement. differential object marking. P-marking with dative-accusative –ku depends on animacy/definiteness.,ex976,,A P-dat V.subj[A]
constr279,nort2954,Monotransitive construction,,,,
constr280,panj1256,Accusative construction (non-perfective tenses),"The construction in non-perfective tenses is accusative insofar as A is unmarked, while animate/human Ps are marked by the dative-accusative postposition nüü. With inanimates case marking depends on definiteness.",ex977,,A P+nüü V.subj[A]
constr281,west2369,Monotransitive construction,,ex978,,
constr282,nort2722,Optional ergative-accusative construction,Optional ERG (mostly with non-topical As). DOM: if P is animate and for disambiguation,ex979,,
constr283,sali1295,Monotransitive construction,,,,
constr284,shos1248,Partial accusative constructions,,ex980,,
constr285,swat1243,(NONE),,,,
constr286,kumi1248,Marked Nominative Construction,,ex981,,
constr287,sout2961,P-incorporating construction,,ex982,,
constr288,pana1305,(NONE),,,,
constr289,vafs1240,Non-past series: Accusative-neutral pattern,"In the non-past series, A/S is in the direct (nominative) case, while P must be oblique if definite, otherwise it is unmarked (direct case). Thus there is a kind of differential marking. In the non-past tenses, subjects are indexed by verb suffixes, P (if omitted and animate/definite?) can be indexed by oblique (set-II) clitics (procliticized to the verb).",ex983,,A(dir) P.dir/obl (p=) V-a/s R .obl
constr290,wapp1239,(NONE),,,,
constr291,nucl1347,(NONE),,,,
constr292,kung1261,Neutral unmarked construction,The subject optionally introduced by the topic marker; canonical Ps unmarked. If an oblique appears in the P position the verb takes a “transitive” (sort of quasiapplicative marker -a).,ex984,,A (TOP) V P
constr293,yaqu1251,Accusative Construction,,ex985,,
constr294,yoru1245,Neutral Accusative Construction,"With nominal NPs the core arguments are unmarked, differentiated solely by the word order. With pronominals (except for emphatic pronouns) subject and object pronouns are different",,atoyebi-2009,A V P
constr295,sout2750,Accusative construction,,,,
constr296,zulu1248,Neutral-accusative construction,"Neither A/S or P are marked. Indexing is secundative as the subject is obligatorily cross-referenced by the subject prefix, P optionally by the following object prefix. Formally subject and object agreement aare not distinguished but differ in posiotion.",ex986,,A subj[A].(obj[P]).V P
constr297,puma1239,Monotransitive construction,,,,
constr298,mazatecsanjeronimo,(NONE),,,,
constr299,leti1246,Monotransitive construction,,ex987,engelenhoven-na,
constr300,tami1289,Accusative construction,,,,
constr301,imba1240,Accusative construction,,ex2063,,
constr302,even1259,Accusative construction,,,,
constr303,kaya1319,Accusative construction,,,,
constr304,ship1254,Monotransitive construction,,,,
constr305,mana1295,Neutral accusative construction,,,,
constr306,hung1274,Accusative Construction,,,ch001keneseivagofenyvesi1998,
constr307,emai1241,Allative ye-Construction,"This construction yields an allative marker ye (preposition? serial verb?), derived from the verbs ’come’. This construction is used with verbs of ballistic motion, but also with ‘manner of motion’ verbs for temporary possession (they use the “applicative” construction for permanent change of possession).",ex1282;ex1283,,A V T ye R
constr308,indo1316,Neutral construction,,ex988,,
constr309,nucl1302,Aorist Series Construction,,ex989,,
constr310,nucl1302,Perfect Series Construction,,ex990,,
constr311,jalonke,Neutral construction,,ex991,,
constr312,mani1292,Optional ergative accusative construction,,ex992,,
constr313,tehu1242,Mixed alignment construction,,ex993,,
constr314,teop1238,Accusative-neutral construction,"P is introduced by an object (oblique) form of the article, unless when A is 1,2 person (Inverse effect), or when O is pronominal.",ex994,,(art) A [V-p] (OBL) P
constr315,nuuu1241,Monotransitive construction,,ex995,,
constr316,kash1277,Accusative imperfective construction,"A/S is unflagged in imperfective, while P is flagged with the DAT if it is high in animacy. A (like S) is marked by both suffixal gender/number agreement and nominative clitics. P is indexed by object clitics if unmarked, and by dative clitics if DAT marked.",ex996,,A.nom AUX-a/s-(a/s-p) P(dat)
constr317,kash1277,Ergative perfective construction,"AIn the perfective construction, A is ERG marked, while P is unmarked. A is indexed by ergative enclitics, while P is indexed by both suffixal gender/number agreement and absoltive clitics.",ex997,,A-erg V.obj[P].subj[A] P
constr318,movi1243,Direct ergative construction,"Direct construction is used when A is higher than P on AH. both A (ARG1) and P (ARG2) are unmarked. A is indexed by proclitics and/or “internal” enclitics; (3rd person P can be marked by external enclitics). P behaves similar to S in the direct construction (although it does not allow indexing of 1,2 Ps through external enclitics).",ex998,,V.DIR-a(--p) A P
constr319,movi1243,Inverse accusative construction,Inverse construction is used when A is lower than P on AH. both P (ARG1) and A (ARG2) are unflagged. P is indexed by proclitics and/or “internal” enclitics; (3rd person A can be marked by external enclitics). P behaves similar to S in the direct construction.,ex999,,V.INV-p(--a) P A
constr320,arak1252,Accusative Construction,"A and P unflagged; indexing is accusative since P is marked by object agreement suffixes, while A/S can be cross-referenced by subject proclitics",ex1000,,A subj[A].V.obj[P] P
constr321,dyir1250,Split tripartite marking,"No indexing. Distinct for different word(nominal) classes: nouns have an ergative pattern (ERG –ŋgu), the same holds for demonstratives/noun markers used as 3rd person pronouns; (1/2) pronouns an accusative (a special ACC –na/-Na, etc); proper nouns a tripartite system.",ex1001,,Pnom/acc A.erg/nom V
constr322,tuka1249,Ergative construction,"Flagging is ergative; P like S is introduced by the direct (“nominative”) prepositional marker (article) na. A is introduced by the “core” (non-nominative) marker te. Indexing is accusative, though: prefixal markers index A/S arguments, suffixal markers index P. This is the basic construction used most frequently; P in this construction is the pivot.",ex1002,,subj[A].V.obj[P] na+P te+A
constr323,tuka1249,Antipassive construction,"A sort of (unmarked) antipassive construction, where P is introduced by the non-nominative “core” preposition, and A like S is in the NOM. (Indexing is accusative with the A argument; P is not indexed through object agreement). This construction is used to promote A to the pivot function. D (162-166), however, prefers to regard this construction as an “object focus” (pronominal voice) construction rather than antipassive.",ex1003,,a-V te P na A
constr324,kore1280,Accusative Construction,"A/S is marked by the nominative postposition ka/i, P is marked by the accusative postposition (l)ul. Both postpositions are optional and when used have a pragmatic value: The nominative particle ka ~ i also marks focus or (contrastive) topic. The accusative marker also as a focal function.",ex1004,,A-nom P-acc V
constr325,seme1247,Ergative construction,A is marked by the ergative proclitic la=. (S is zero marked except for special 3rd person pronouns). NB ERG may be missing on non-specific As and unambiguous contexts. P optionally hosts the proclitic hn=,ex1005,,subj[A].V A-erg (hn+)P
constr326,basq1248,Ergative construction,"The construction is ergative in terms of both flagging and indexing. (On deviant indexing in the inverse construction, see Indexing comments). Agreement indices are normally hosted by the auxiliary (the transitive AUX edun ‘have’) as Basque has a closed class of inflected verbs",ex1006,,A.erg P.abs p/s-V/AUX-a
constr327,garo1247,accusative construction,Flagging is accusative in that S/A normally unmarked; P is marked with ACC –ko (see below on DOM). No indexing (agreement).,ex1007,,A(-nom) P-acc V
constr328,soch1239,Transitive animacy sensitive construction,"Transitive inanimate construction (i.e. with a ‘TI verb’ , i.e. transitive verb with inanimate P). Both A and P are unmarked. Only A/S is indexed by suffixation/suprasegmentally on the verbs. The construction is animacy sensitive in the sense that the form of the verb changes depending on animacy of the P argument, although it cannot be regarded as agreement. Foris speaks of TA (transitive animate) vs. TI (transitive inanimate) verbs. here is also a special transitive inverse construction, when P is higher than A on the hierarchy (1/2 > 3 > 3/obv); see (11).",ex1008,,V.subj[A] A P
constr329,ewee1241,Neutral Construction,No fagging of core arguments; no indexing either.,ex1009,,A V P
constr330,kaza1248,Optional Accusative Construction,An accusative construction with differential object marking dependent on definiteness/specificity.,ex1010,,A-nom P(-acc) V.subj[A]
constr331,nucl1643,Accusative construction,"The accusative construction, with P marked by the accusative postposition o. A is marked by the topic marker wa or the (new) subject marker ga. No indexing on the verb (except for subject honorifics).",ex1011,,A+ga/wa P+o V
constr332,swah1253,neutral-accusative construction,"A and P are unmarked.A is indexed by te subject prefixes, P by the object agreement prefixes.",ex1012,,A subj[A].obj[P].V P
constr333,supy1237,Neutral construction,No marking or indexing. Word order is SOV.,ex1013,,A P V
constr334,lazz1240,Mixed Ergative Construction (non-perfect series),"Flagging is ergatve (except for 1,2 pronouns, which are neutral). Indexing is accusative one set of affixes(prefixes) index P, the other set (suffixes) index A/S. Unlike Georgian, there is no TAM split ergativity: there is no accusative-antipassive construction, and the inverse perfect construction is marginal (perfect forms are very low frequency).",ex1014,,A-erg P obj[P].V.subj[A]
constr335,lazz1240,Inverse Construction (perfect series),"In this construction A is encoded by the dative case and P is unmarked (in the nominative/absolutive). A is indexed through the opbject-style prefixes (used also for P and R in other series), while P is marked by the usaual subject agreement markers (prefixes and/or suffixes).",ex1015,,A-dat P subj[A].V.obj[P]
constr336,panj1256,Ergative construction (perfective tenses),"The construction in perfective tenses is ergative insofar as A is marked by the postposition ne, while the verb agrees with the unmarked P. If the P is animate and/or definite and hence accusative-marked, the verb takes a default masculine singular ending (p. 269)",ex1016,,A+ne P V.obj[P]
constr337,vafs1240,Past series: Ergative-neutral pattern,"In the past series, the pattern is ergative insofar as A is in the oblique (ergative) case, while P may be unmarked. However, when P is is definite it is also marked by the oblique resulting in a double oblique pattern. A is not indexed in this construction, S and P (if unmarked?) can be indexed by verbal suffixes.",ex1017,,A.obl T.dir/obl a=V-t/p R.obl
constr338,stan1295,Dative-Accusative Construction,,ex137,beermann-2001,A R-dat T-acc V
constr339,stan1295,Double-Accusative Construction,This construction occurs only with very few verbs (primarily lehren ‘teach’) and has a very restricted use.,ex226,,A R-acc T-acc V
constr340,stan1295,Monotransitive Construction,,ex2072,meinunger-2007,A-nom V.subj[A] P-acc
constr341,koyr1242,Dative Postpositional Construction,In this construction the R is postverbal and introduced by the postposition se/še.,ex1021,heath-1999[285],A T V R+se
constr342,koyr1242,Neutral Construction,"No flagging with nouns, some distinction between subject and object pronouns (especially if postverbal). There is no indexing either. Ps with canonical transitives appear preverbally, with less canonical (emotion, cognition verb) appear postverbally.",ex1019,,A P V
constr343,koyr1242,Double Object Shifted Construction,"In this construction the R is shifted into the preverbal P position, while T appears postverbally.",ex1020,heath-1999[285],A R V T
constr344,lako1247,Double Object Basic Construction,This construction is apparently only found with 'give'. It is exceptional in that the verb takes two object agreement markers. Both R and T (as well as A) are unflagged.,ex1034;ex1035,van-valin-1977,A R T obj[T].obj[R].subj[A].V
constr345,lako1247,Double Object Applicative Construction,"This construction differs from the basic construction in that the verb takes the dative –ci- or benefactive –kici- applicative. According to Van Valin, however, if T is pronominal the construction (usually?) switches to the monotransitive indirective, which would make it different from the basic construction (see under Animacy Effects). The applied object is preferentially encoded through object AGR, although Williamson notes example of applicatives with the double object agreement.",ex1036;ex1037,van-valin-1977[6];williamson-2003[81],A R T (t/p)-r/p-a/s-APPL-V
constr346,lako1247,Indirective Construction,"Apart from GIVE other verbs require applicatives to introduce R or Ben arguments. Actually it is not clear whether R/Ben can be introduced in such construction at all. The only example found with a notional ditransitive involves a reflexive form with A binding T, where R is expressed by the postposition el ‘to, at, in’ (Ben in the same construction is expressed by the postposition u- for; because’). Some other verbs having an applicative alternation (buy-from), the postpositional encoding of Source is possible. Van Valin states that the constructions with pronominal Ts must be encoded by the indirective construction (with a postpositional R/Source) rather than the applicative construction.",ex1038;ex1046,williamson-2003[6];van-valin-1977[6],A T obj[T].subj[A].V R+el
constr347,lako1247,Monotransitive Construction,"Flagging is neutral as there is no case markers on A and P. Indexing is accusative as the A is marked by the subject prefixes preceding the verb stem, the P by the object prefixes preceding the subject refixes. (Note however that partly the transitive agreement prefixes are cumulative).",ex1041;ex1042,van-valin-1977[6];williamson-2003,A P obj[P].subj[A].V
constr348,ainu1240,Double Object Construction,"The basic ditransitive construction is a double object construction with both R and T unmarked, with secundative indexing. The verb indexes the R through object agreement markers (if 1,2 person; agreement with the 3rd person is zero) (Tamura 2000). Most ditransitive verbs are derived by causative suffixes or applicative prefixes. For the Shizunai dialect of Ainu, Refsing (1986: 126) notes a less common variant where R is introduced by the optional directional preposition orun ‘to’ or orwa ‘from, by’. It is not clear whether the verb agrees with R in that construction as well. The beneficiary can be alternatively introduced by wa kore (Bugaeva 2010).",ex1064;ex1065;ex1066;ex1595;ex1596;ex1597,tamura-2000[126];refsing-1986;bugaeva-2010;alpatov-etal-2007,A R T obj[R].V.subj[A]
constr349,ainu1240,Neutral accusative indexing construction,"There is no flagging (case) on A or P (even if pronominal). Both A and P are marked on the verb through agreement markers (sometimes expressed cumulatively). When noncumulative markers the ordering may be: AGRo-V-AGRs, or AGRs-AGRo-V",ex1068;ex1079,tamura-2000,A P obj[P].V.subj[A]
constr350,male1292,Direct Double Object Construction,"Evidence for alignment in indexing is mixed. In the direct ditransitive construction (as in monotransitive) A is indexed through (person) prefixes and number suffixes. R (like P) is not indexed in the verb form, which is rather a secundative feature. On the other hand, the verb final suffix which registers (number of the obviative P in monotransitives registers number of T in ditransitives.",ex1081;ex1108,bruening-2001[48],A subj[A].V.subj[A].obj[T] R T
constr351,male1292,Inverse Double Object Construction,"The alignment is clearly secundative, as P/R is marked in the prefixal and first suffixal slot; in the verb final suffix that indexes the number of A in inverse monotransitives registers the number of T in ditransitives.",ex1091,bruening-2001[48],A obj[R].V.obj[R].subj[A] R T
constr352,male1292,Transitive Inanimate Construction,"Transitive Inanimate verbs use a special N-suffix (also found with two-place intransitives, ditransitives and also subordinate “conjunct” forms).",ex1093,bruening-2001[42 f],A a-V-DIR-a-N-p P
constr353,male1292,Transitive Animate Direct Construction,"The verb agrees with a proximate argument, which is A in the direct, by means of both prefixes and a number suffix; the verb-final suffix indexes the obviative argument (P):",ex1092;ex1094,bruening-2001[43],A a-V-DIR-a-p P
constr354,male1292,Transitive Animate Inverse Construction,"The verb agrees with a proximate argument, which is P in the inverse. P is indexed with the person prefix and number suffix: verb-final suffix indexes the obviative argument (A).",ex1095,bruening-2001[42 f],P p-V-INV-p-a A
constr355,yecu1235,Ditransitive Construction,"Both the R and the T may be indexed on the verb simultaneously. According to MacKay & Trechsel (2008), the construction is completely symmetrical, i.e. R and T show the same behaviour (with respect to object indexing, reflexivization, and reciprocalization), possibly resulting in ambiguity.",ex1097;ex1098;ex1253;ex1270,mackay-trechsel-2008[passim];mackay-1991,A obj[R].obj[T].V.subj[A] T R
constr356,yecu1235,Monotransitive Construction,"There is no flagging, but A and P indexed on the verb. Subject indexing is obligatory object indexing is optional. Both subject indexing and object indexing can be prefixal or suffixal, the order seems to be determined by the person hierarchy, rather than by grammatical relations. The alignment of monotransitive indexing is accusative: “subject inflection is not affected by the transitivity of the verb” (Mackay 1991: 223; FN 25).",ex1104;ex1271,mackay-trechsel-2008[231];mackay-1991,A obj[P].V.subj[A] P
constr357,crow1244,Double Object Construction,"The construction is neutral in terms of flagging (no case marking of core arguments), and is secundative in terms of indexing. Object agreement prefixes (’bound pronouns’) index R with ditransitives (if R is 1,2 person).",ex1143;ex1144,graczyk-olph-2007[181],A T R obj[R].subj[A].V
constr358,trio1238,Dative Construction,"A and T are unmarked (and indexed on the verbs as far as hierarchical agreement permits it), R is introduced by the dative marker -ja.",ex1113;ex1114;ex1123,meira-1999,A T subj[A].obj[T].V R-dat
constr359,trio1238,Monotransitive Construction,"A and P are unmarked and indexed on the verbs by different agreement prefixes. Yet usually only the higher argument is encoded (hierarchical alignment). The alignment pattern is split as some intransitives follow A-indexing pattern, while the other P-indexing pattern.",ex1117;ex1118;ex1122,meira-1999[501],A P subj[A].obj[P].V
constr360,joolabanjal,Double Object Construction,"All the arguments appear unflagged in this construction. The verb agrees with the subject through prefixal agreement, and can also agree with any of the objects (or both) through suffixal agreement. As in monotransitives suffixal agreement is possible when the object as pronominal, or in case of 3rd person objects omitted or topicalized. The order of object agreement markers when both are present is: V-AGRr-AGRt. The word order depends on the animacy hierarchy: if T is higher than R on the hierarchy it is V T R, otherwise it is variable (both V T R and V R T are possible). NB There appears to be another construction for ditransitive verbs: an allative construction which is used when T is higher tan R? See reciprocal formation.",ex1127,bassene-2010,A subj[A].V.(obj[R]).(obj[T]) T R
constr361,joolabanjal,Accusative Indexing Construction,"This is a neutral construction in terms of flagging: both A and P are unmarked. Yet, indexing is accusative as the verb obligatory agrees with the subject through the subject prefixes. Object agreement is possible, but optional and is expressed by suffixes. Object agreement is possible only if the object is omitted or topicalized. The word order also clearly distinguishes between A and P, as it is strictly SVO.",ex1142;ex1319,bassene-2010,A subj[A].V.(obj[P]) P
constr362,crow1244,Monotransitive Construction,"Flagging is neutral (no case-marking on core arguments), indexing is split, as Crow is split intransitive language. Word order is SOV. A and P are indexed through the two different sets of pronouns: subject pronouns (set-A) and object pronouns (set B). Since Crow is a split intransitive language, set B also marks subjects of stative verbs. A and B set pronouns differ in form in the 1st and 2nd person (3rd person is zero): e.g. baa- ‘I’ vs. bii ‘me’. They also differ in order, which is AGRo-AGRs-V.",ex1147,graczyk-olph-2007,A P obj[P].subj[A].V
