ID,Construction_ID,Parameter_ID,Code_ID,Example_IDs,Source,Value,Comment
constr177-cparam5,constr177,cparam5,cparam5-c3,,,no indexing,
constr178-cparam5,constr178,cparam5,cparam5-c3,,,no indexing,
constr179-cparam5,constr179,cparam5,cparam5-c8,,,suffixes,A special “secondary object”agreement for Ts; it is impoverished with respect to (primary)) object agreement; does not distinguish person.
constr180-cparam5,constr180,cparam5,cparam5-c3,,,no indexing,
constr181-cparam5,constr181,cparam5,cparam5-c4,,,none or prefix,No object agreement for T unless it is topical.
constr182-cparam5,constr182,cparam5,cparam5-c4,,,none or prefix,
constr183-cparam5,constr183,cparam5,cparam5-c3,,,no indexing,
constr184-cparam5,constr184,cparam5,cparam5-c3,,,no indexing,No agreement proper but the verb has a nasalised for for 3rd person animate P/T arguments.
constr185-cparam5,constr185,cparam5,cparam5-c3,,,no indexing,
constr186-cparam5,constr186,cparam5,cparam5-c3,,,no indexing,
constr187-cparam5,constr187,cparam5,cparam5-c3,,,no indexing,
constr189-cparam5,constr189,cparam5,cparam5-c3,,,no indexing,
constr190-cparam5,constr190,cparam5,cparam5-c3,,,no indexing,
constr191-cparam5,constr191,cparam5,cparam5-c3,,,no indexing,
constr192-cparam5,constr192,cparam5,cparam5-c3,,,no indexing,
constr193-cparam5,constr193,cparam5,cparam5-c3,,,no indexing,
constr194-cparam5,constr194,cparam5,cparam5-c3,,,no indexing,
constr195-cparam5,constr195,cparam5,cparam5-c3,,,no indexing,
constr196-cparam5,constr196,cparam5,cparam5-c3,,,no indexing,
constr197-cparam5,constr197,cparam5,cparam5-c3,,,no indexing,
constr198-cparam5,constr198,cparam5,cparam5-c3,,,no indexing,
constr199-cparam5,constr199,cparam5,cparam5-c5,,,prefixes,"T (like P) is marked by object prefixes, which are highly irregular, or can be regarded as cumulatively expressed with the subject (subject is additionally encoded through suffixes though). For example, 1>2 configuration is marked by a combination of a g- prefix in combination with the -am suffix."
constr200-cparam5,constr200,cparam5,cparam5-c6,,,prefixes and/or suffixes,
constr201-cparam5,constr201,cparam5,cparam5-c3,,,no indexing,
constr202-cparam5,constr202,cparam5,cparam5-c3,,,no indexing,
constr203-cparam5,constr203,cparam5,cparam5-c8,,,suffixes,
constr204-cparam5,constr204,cparam5,cparam5-c3,,,no indexing,
constr205-cparam5,constr205,cparam5,cparam5-c3,,,no indexing,
constr208-cparam5,constr208,cparam5,cparam5-c3,,,no indexing,
constr209-cparam5,constr209,cparam5,cparam5-c8,,,suffixes,Indexing by a regular object agreement suffixes.
constr210-cparam5,constr210,cparam5,cparam5-c2,,,enclitics,These are the regular object agreement markers.
constr211-cparam5,constr211,cparam5,cparam5-c2,,,enclitics,These are the regular object agreement markers.
constr212-cparam5,constr212,cparam5,cparam5-c2,,,enclitics,These are the regular object agreement markers.
constr213-cparam5,constr213,cparam5,cparam5-c7,,,proclitics,T (like P) can be marked by the set-2 enclitics that normally procliticize to the verb.
constr214-cparam5,constr214,cparam5,cparam5-c7,,,proclitics,T (like P) can be marked by the set-2 enclitics that normally procliticize to the verb.
constr215-cparam5,constr215,cparam5,cparam5-c7,,,proclitics,T (like P) can be marked by the set-2 enclitics that normally procliticize to the verb.
constr216-cparam5,constr216,cparam5,cparam5-c8,,,suffixes,Set-1 clitics attach (optionally) as suffixes to the verb marking T/P arguments in the past tenses.
constr217-cparam5,constr217,cparam5,cparam5-c8,,,suffixes,optional
constr218-cparam5,constr218,cparam5,cparam5-c5,,,prefixes,By absolutive prefixes (set 1) in the first prefix position.
constr219-cparam5,constr219,cparam5,cparam5-c5,,,prefixes,"As P, T is marked by cumulative subject-object prefixes."
constr220-cparam5,constr220,cparam5,cparam5-c5,,,prefixes,"As P, T is marked by cumulative subject-object prefixes."
constr221-cparam5,constr221,cparam5,cparam5-c5,,,prefixes,
constr1-cparam8,constr1,cparam8,cparam8-c4,ex647,,only T,
constr2-cparam8,constr2,cparam8,cparam8-c1,ex590;ex648,,either T or R,The T passive of the Double-Object construction is questionable.
constr223-cparam8,constr223,cparam8,cparam8-c1,ex591,,either T or R,R passive requires a special passive auxiliary (bekommen/kriegen) and exceptionally cannot be formed with ‘give’.
constr3-cparam8,constr3,cparam8,cparam8-c4,ex592;ex649,,only T,"Apart from medio-passive in -b-/-p-, there is also an adversative passive (implying that the subject of passive is adversely affected) in -v-/-m-) Mediopasive (in (1))allows to passivize only (direct) objects; that is P and T (but not R). 2) Adversative passive (in (2)) allows for passivization of both R and T, provided that these arguments are animate and construed as adversely affected. cf. ex. (2) and the following: Honte-l kunga-v bo-v-re foreigner-PL Child-ACC give-AdP-AOR.3PL ‘The foreigners were given the child (against their will)’ -> etiken (turki-v) bo-ce-n kunga etiken (turki-v) bo-ce-n kunga ‘the child to whom the sleigh that was given’"
constr4-cparam8,constr4,cparam8,cparam8-c4,,,only T,
constr5-cparam8,constr5,cparam8,cparam8-c2,,,neither R nor T,no passivization
constr6-cparam8,constr6,cparam8,cparam8-c2,,ch001margetts1999,neither R nor T,"There is no passive. Resultatives (M,200) are object resultatives (break -> broken, etc); thus seem to be rather indirective"
constr7-cparam8,constr7,cparam8,cparam8-c2,,,neither R nor T,
constr8-cparam8,constr8,cparam8,cparam8-c2,,,neither R nor T,
constr9-cparam8,constr9,cparam8,cparam8-c2,,,neither R nor T,
constr10-cparam8,constr10,cparam8,cparam8-c1,,,either T or R,Both T and R can passivize. Similarly in causative constructions both objects in a double object construction can passivize (p. 589).
constr12-cparam8,constr12,cparam8,cparam8-c4,ex593;ex650,ch001lithompson1981[493 ff.],only T,"Adversative passive (p. 493), which passivizes Os by means of AUX BEI < bei ‘receive’ From some ditransitives (like ask, rob, steal which is a double object ditransitive) R can be passivized; with most ditransitives it cannot (p. 504) (Because it is adversative?)"
constr14-cparam8,constr14,cparam8,cparam8-c4,,,only T,
constr16-cparam8,constr16,cparam8,cparam8-c4,,,only T,"p. 550. Only DOs (direct objects) can passivize; IOs (indirect objects) cannot form personal passives. Similarly in causative constructions both Os in a double object construction can passivize (p. 589). Dative causee does not passivize like other IOs (p. 589). However, impersonal passives of ditransitive are possible (ex. 1141a) ribbon-ACC you-DAT mother-by given"
constr17-cparam8,constr17,cparam8,cparam8-c4,ex594;ex651,,only T,"only DOs (P and T), not IOs can passivize. Passive with infinitive + peTuka ‘experience’;"
constr19-cparam8,constr19,cparam8,cparam8-c4,,,only T,
constr20-cparam8,constr20,cparam8,cparam8-c4,,,only T,
constr21-cparam8,constr21,cparam8,cparam8-c4,,mahootian-1997[143],only T,"Although both šodœn ‘to become’, and xordœn ‘receive/eat’ passives are possible (differently from bekommen-passives), both passivize Os (P=T)"
constr22-cparam8,constr22,cparam8,cparam8-c2,,,neither R nor T,"Although indexing is secundative, R remains prepositional, and cannot passivize (M. Dabir-Moghaddam, p.c)."
constr23-cparam8,constr23,cparam8,cparam8-c4,ex595;ex1511,,only T,"passivization by BEI < bei ‘receive’ (493) he BEI sister scold ‘He got scolded by his sister’. Normally only Os can be passivized, but some ditransitives also allow IO to be passivized Yet, both T and R can be passivized in a bei-construction given the right context when the R is affected (Bingfu Lu, p.c.). Importantly, T can be also passivized from the prepositionless (”dative-shifted construction”); lit. ‘The nickname was given him’ in the second example."
constr24-cparam8,constr24,cparam8,cparam8-c4,,,only T,
constr25-cparam8,constr25,cparam8,cparam8-c3,,,only R,"No passives, but detransitivization (H, 350-2) with middle/passive/reflexive/ reciprocal function Detransitivization affects DOs only (H, 338). For H that would mean Os cross-referenced by AGRabs (that is also R of GIVE). However, detransitivization is semi-productive, no examples of ditransitives given"
constr26-cparam8,constr26,cparam8,cparam8-c4,,,only T,"No passives, but detransitivization (H, 350-2) with middle/passive/reflexive/ reciprocal function Detransitivization affects DOs only (H, 338). For H that would mean Os cross-referenced by AGRabs (that is also R of GIVE). However, detransitivization is semi-productive, no examples of ditransitives given"
constr27-cparam8,constr27,cparam8,cparam8-c4,,,only T,"No passives, but detransitivization (H, 350-2) with middle/passive/reflexive/ reciprocal function (tie -> be tied up; finish -> be finished; cut -> cut oneself; also with body part cut-oneself the arm). Detransitivization affects DOs only (H, 338)."
constr31-cparam8,constr31,cparam8,cparam8-c4,,miller-2001,only T,Only Os (P=T) can be passivized by the resultative passive.
constr32-cparam8,constr32,cparam8,cparam8-c4,,maslova-2003,only T,"only Os (P=T) can be passivized by resultative passive, hence passivization indirective; p. 341-342"
constr34-cparam8,constr34,cparam8,cparam8-c4,ex596;ex652,aikhenvald-y.-2003,only T,REL a sort of a participial marker. – (258-9) In a ditransitive V only T can be passivized. – (283) Another type of passive?: “topic advancement” marker –ni: any NP can be topicalized this way – cf. 13.94 this house was-given
constr35-cparam8,constr35,cparam8,cparam8-c4,,,only T,
constr36-cparam8,constr36,cparam8,cparam8-c4,ex653,,only T,Passivization of Theme in the Genitive Ditransitive Construction requires that the R be clitic-doubled. This applies also to the adjectival passive: Éna prósfata stalméno pakéto. ‘A recently sent package.’ (but: *Mia prósfata stalméni mitéra ‘A recently sent mother’)
constr38-cparam8,constr38,cparam8,cparam8-c3,ex597;ex654,,only R,
constr41-cparam8,constr41,cparam8,cparam8-c4,ex598;ex655,,only T,Formed by thuuk or doon auxiliaries (the latter more like an adversative passive). Only T can be passivized in the indirective construction; R cannot (but with steal-verbs it is apparently possible) R can appear though in a “discontinuous” passive construction in (b)
constr46-cparam8,constr46,cparam8,cparam8-c1,ex599;ex656,,either T or R,Passive is applicable both to R and to T.
constr47-cparam8,constr47,cparam8,cparam8-c1,ex600;ex657,,either T or R,"Either T or R may be made subject of the passive (p. 65, 127). If both T and R are pronominal prefixes, only R can be made subject of the passive (p. 132)."
constr48-cparam8,constr48,cparam8,cparam8-c4,ex658,,only T,p. 283. passivization of the participial (resultative) type; is restricted only DOs can passivize NB sometimes So also passivizes
constr49-cparam8,constr49,cparam8,cparam8-c4,ex659,,only T,by a participial/stative construction
constr50-cparam8,constr50,cparam8,cparam8-c3,ex601,,only R,
constr51-cparam8,constr51,cparam8,cparam8-c4,ex660,,only T,"The original theme appears as intransitive subject; the original subject is flagged by the postposition mier (which takes the genitive) (pp. 103-116); in the standard language, for many verbs the recipient must appear with the postposition -tvis and may not appear in the dative (pp. 110-112)."
constr52-cparam8,constr52,cparam8,cparam8-c4,ex661,,only T,"The original theme appears as intransitive subject; the original subject is flagged by the postposition mier (which takes the genitive) (pp. 103-116); in the standard language, for many verbs the recipient must appear with the postposition -tvis and may not appear in the dative (pp. 110-112)."
constr53-cparam8,constr53,cparam8,cparam8-c4,,,only T,No relevant example found.
constr54-cparam8,constr54,cparam8,cparam8-c2,,,neither R nor T,No passive
constr56-cparam8,constr56,cparam8,cparam8-c4,,,only T,By a special middle verb form (also with reflexive function). Only Os can be passivized; oblique objects (proprietive etc) are unaffected:
constr57-cparam8,constr57,cparam8,cparam8-c3,ex602,,only R,By a special middle verb form (also with reflexive function). Os can be passivized; oblique objects (proprietive etc) are unaffected: see also p. 348 ex. 9-129
constr58-cparam8,constr58,cparam8,cparam8-c4,,,only T,By a special middle verb form (also with reflexive function). Os can be passivized; oblique objects (proprietive etc) are unaffected:
constr59-cparam8,constr59,cparam8,cparam8-c2,,,neither R nor T,By a special middle verb form (also with reflexive function). Os can be passivized; oblique objects (proprietive etc) are unaffected:
constr60-cparam8,constr60,cparam8,cparam8-c3,,,only R,By a special middle verb form (also with reflexive function). Os can be passivized; oblique objects (proprietive etc) are unaffected:
constr61-cparam8,constr61,cparam8,cparam8-c4,ex662,,only T,Personal passives passivize only direct objects (P/Ts); impersonal Passive freely derived from ditransitives (see under T passivization).
constr62-cparam8,constr62,cparam8,cparam8-c3,ex603;ex663,,only R,p. 313. Passive by a special passive inflection (passive VIC). Agent is not expressed Any O which can be cross-referenced on the verb (by VIC) can be passivized. (p. 313).
constr63-cparam8,constr63,cparam8,cparam8-c3,,,only R,
constr64-cparam8,constr64,cparam8,cparam8-c4,,,only T,
constr65-cparam8,constr65,cparam8,cparam8-c4,ex664,,only T,"1)Personal Passive only O (P,T) can be passivized (R cannot), T passivized"
constr66-cparam8,constr66,cparam8,cparam8-c4,,,only T,
constr67-cparam8,constr67,cparam8,cparam8-c4,ex665,,only T,only DOs can be passivized
constr68-cparam8,constr68,cparam8,cparam8-c4,,,only T,
constr69-cparam8,constr69,cparam8,cparam8-c3,ex604;ex666,ch001cole1982,only R,Only causee may be passivized in a double O construction (p. 137).
constr70-cparam8,constr70,cparam8,cparam8-c4,ex667,,only T,"periphrastic, experiential, only O can passivize"
constr71-cparam8,constr71,cparam8,cparam8-c4,,,only T,
constr72-cparam8,constr72,cparam8,cparam8-c4,,,only T,
constr73-cparam8,constr73,cparam8,cparam8-c2,,,neither R nor T,no passive
constr76-cparam8,constr76,cparam8,cparam8-c3,ex605;ex668,ch001guerrerovanvalin2004,only R,"Passive with the suffix –wa (is also used as a kind of nominalizer elsewhere). (It can also be used as a kind of impersonal passive; in this case marking of objects is retained). Passive is agentless (D&C, 283; Escalante, 1990). “When -wa is added to a verb like miika ‘give’..., it is the recipient that acts as the passive subject.” (Guerrero & Van Valin 2004:292) See also p. 304-305. However, Rude (1996:520), notes that if T is pronominal it can also passivize: ex. (104) inepo enchi mak-wa-k 1SG.SUBJ 2SG.OBJ give-PASS-PST ‘I was given you (T)’ or ‘I was given to you (R)’"
constr77-cparam8,constr77,cparam8,cparam8-c4,ex606;ex669,ch001guerrerovanvalin2004,only T,"Passive with the suffix –wa (is also used as a kind of nominalizer elsewhere). (It can also be used as a kind of impersonal passive; in this case marking of objects is retained). Passive is agentless (D&C, 283; Escalante, 1990). “When -wa is added to a verb like nenka ‘sell’..., it is the theme that acts as the passive subject.” (Guerrero & Van Valin 2004:292) See also p. 304"
constr79-cparam8,constr79,cparam8,cparam8-c3,ex607;ex670,,only R,SW discusses doon passive only SW claims that R passivizes more easily with doon passive than T (cf. the ungrammatical (19c) but notes that some Ps do not passivize either. NB this contradicts to claim in Smyth that T passivizes more easily (cf. ditransitive construction); but the latter seems to pertain to the prepositional construction.
constr80-cparam8,constr80,cparam8,cparam8-c1,ex608;ex671,,either T or R,"“...the capability of either the DO or the IO to assume the subject relation through passivization.” (p. 313) Restriction: If the passive nonsubject-nonagent is an object clitic, then only the R can be passivized: “The friend was given it by John” is possible, but “The banana was given him by John” is not (p. 314, (1e-f)."
constr84-cparam8,constr84,cparam8,cparam8-c4,,,only T,
constr85-cparam8,constr85,cparam8,cparam8-c3,,,only R,
constr86-cparam8,constr86,cparam8,cparam8-c4,,,only T,
constr87-cparam8,constr87,cparam8,cparam8-c4,,,only T,
constr88-cparam8,constr88,cparam8,cparam8-c3,ex609,,only R,Passivization with a verbal prefix. Only (main) O cross-referenced by direct O AGR can be passivized; cf. passivization from class 6 (Ditransitive secundative with T-chomeur
constr89-cparam8,constr89,cparam8,cparam8-c3,,,only R,
constr90-cparam8,constr90,cparam8,cparam8-c2,,,neither R nor T,
constr91-cparam8,constr91,cparam8,cparam8-c1,ex610;ex672,ch001thornes2003[285],either T or R,Os passivize by a “middle” marker Both T and R passivize as P (symmetric):
constr93-cparam8,constr93,cparam8,cparam8-c4,,,only T,"In a monotransitive/prepositional R construction, only O/T can be passivized (no ex. available)."
constr94-cparam8,constr94,cparam8,cparam8-c3,ex611,,only R,In a double O construction only R can be passivized
constr95-cparam8,constr95,cparam8,cparam8-c4,ex612;ex673,,only T,"Promotional passive, with verbal di- prefix; underlying A is optionally introduced by the preposition oleh ‘by’. There is also an object-preposing quasi-passive construction (see under Other phenomena) Only (direct) objects (Ps and Ts) passivize (cf. (5a)), IOs cannot (cf. (59a))."
constr96-cparam8,constr96,cparam8,cparam8-c3,ex613;ex674,,only R,"Only R can be passivized, T cannot"
constr97-cparam8,constr97,cparam8,cparam8-c3,,,only R,Presumably like in applicative secundative construction
constr98-cparam8,constr98,cparam8,cparam8-c4,ex675,cooreman-1987;topping-1973,only T,Passive with a IN marker (-in- infix or ni- prefix); P promoted to S; A expressed by the OBL phrase. Cooreman regards IN as passive; Topping as a Goal Focus marker. Note that under extraction (questions) passive or another goal oriented form must be used.
constr99-cparam8,constr99,cparam8,cparam8-c3,ex614,,only R,Passive with a IN marker (-in- infix or ni- prefix); P promoted to S; A expressed by the OBL phrase. NB There is also another passive in ma- (used with PL As); apparently reanalysed from 3rd person PL. Cooreman regards IN as passive; Topping as a Goal Focus marker. NB Only prime O is pasivized; R-passivized with GIVE
constr101-cparam8,constr101,cparam8,cparam8-c3,ex615,,only R,In a secundative construction the inverse combination A<< R forces passivization. NB even if R is a primary O here; still P can control (PL) AGR even in passive: p 310; (44) Only R can be passivized from a secundative construction; moreover passivization of R is obligatory if R is higher than A.
constr102-cparam8,constr102,cparam8,cparam8-c4,,heath-1998[136 ff.],only T,Mediopassive in –ndi. With ditransitives noo-ndi ‘(gift) is given’ only T is passivized.
constr103-cparam8,constr103,cparam8,cparam8-c4,,heath-1998[134 ff.],only T,Mediopassive in –ndi. With ditransitives noo-ndi ‘(gift) is given’ only T is passivized.
constr104-cparam8,constr104,cparam8,cparam8-c4,,heath-1998[134 ff.],only T,Mediopassive in –ndi. With ditransitives noo-ndi ‘(gift) is given’ only T is passivized.
constr105-cparam8,constr105,cparam8,cparam8-c1,ex616;ex677,,either T or R,"With ‘give’ and ‘show’, either T or R may be subject of morphological and ġie (‘come’) passives, but only T of kien ‘be’ passive. With ‘teach’ (and presumably most other verbs), only T can be subject of the passive (Borg & Comrie 1984)."
constr108-cparam8,constr108,cparam8,cparam8-c1,ex678,dayley-1989[50],either T or R,"Passive with a na-prefix; promotional with animate Ps; non-promotional (impersonal) with inanimate Ps (P remains in Acc). Normally P (and T?) is passivized (see ex. (34), but with ditransitives also R (p. 105): see ex. under applicative double O construction"
constr109-cparam8,constr109,cparam8,cparam8-c1,ex617;ex679,dayley-1989[50],either T or R,"Passive with a na-prefix; promotional with animate Ps; non-promotional (impersonal) with inanimate Ps (P remains in Acc). In an applicative construction R can be passivized (p. 105); cf. T pasivization in basic (133a), but R from the applicative (cf. (133b) from a double O active construction (133d)). But compare (129) ‘We were sent there’ Apparently passivization of T is also possible?"
constr113-cparam8,constr113,cparam8,cparam8-c4,ex680,,only T,Morphologically unmarked passives (alternatively analyzed as labile verbs: cook itr/tr; 294 f.). p. 80. Only (direct) Objects can passivize (obliques cannot). Cf. passivization of T from the indirective pattern; cf. (73) and (74)
constr114-cparam8,constr114,cparam8,cparam8-c3,ex618,,only R,Morphologically unmarked passives (alternatively analyzed as labile verbs: cook itr/tr; 294 f.). p. 80. Only (direct) Objects can passivize (obliques cannot). Cf. passivization of IO (Source) from the secundative pattern; cf. (75) and
constr115-cparam8,constr115,cparam8,cparam8-c3,,,only R,Morphologically unmarked passives (alternatively analyzed as labile verbs: cook itr/tr; 294 f.). p. 80. Only (direct) Objects can passivize (obliques cannot).
constr116-cparam8,constr116,cparam8,cparam8-c4,,,only T,Morphologically unmarked passives (alternatively analyzed as labile verbs: cook itr/tr; 294 f.). p. 80. Only (direct) Objects can passivize (obliques cannot).
constr117-cparam8,constr117,cparam8,cparam8-c4,,,only T,Morphologically unmarked passives (alternatively analyzed as labile verbs: cook itr/tr; 294 f.). p. 80. Only (direct) Objects can passivize (obliques cannot).
constr126-cparam8,constr126,cparam8,cparam8-c3,ex620;ex682,ch001fortescue1984[265],only R,"Passive usually marked by –niqar (stative passive also by –saa-). Derived from monotransitives underlying P promoted to S of passive; A (optinally) expressed by the ABL case. Nanuq (inun-nit) taku-niqar-puq Bear people-ABL see-PASS-IND.3s ‘The polar bear was seen by the people’ Passivization apparently applies to R with secundative ditransitives (see ex.(b), to promote T in this construction one needs to use an applicative derivation first (see ex. (a))"
constr127-cparam8,constr127,cparam8,cparam8-c4,ex683,,only T,"Passive usually marked by –niqar (stative passive also by –saa-) (p. 265). Derived from monotransitives underlying P promoted to S of passive; A (optinally) expressed by the ABL case. Passivization apafrently applies to T with indirective ditransitives (no example given) NB (p. 85). Derived from ditransitive causatives, passive passivizes the (initial) P rather than the causee *(see ex. below). Thus passivization here indirective."
constr128-cparam8,constr128,cparam8,cparam8-c4,ex621;ex684,wali-koul-1997[208],only T,"Passive formed by the infinitive in the Ablative case plus the auxiliary yun ‘come’. In a passive construction A (if expressed) is in the GEN+ABL case followed by zEiyi or dEs ‘by’. Only P/T can be promoted to S (209); see the examples under Perfective construction. Inmportantly, even if T is also DAT marked it can be passivized (but dative R cannot). Compare he basic construction (1a) see the double dative construction under Animacy effects) related to the passive (1b) below)"
constr129-cparam8,constr129,cparam8,cparam8-c4,ex622;ex685,wali-koul-1997[208],only T,"Passive formed by the infinitive in the Ablative case plus the auxiliary yun ‘come’. In a passive construction A (if expressed) is in the GEN+ABL case followed by zEiyi or dEs ‘by’. Only P/T can be promoted to S ; see the grammatical 209 (2b)), R cannot see the ungrammatical (2c) below."
constr130-cparam8,constr130,cparam8,cparam8-c4,,ch001nikolaeva1999[30],only T,"passive with the suffix –a:j-/-a-; apart from P/T, also R/BEN (see below), but also some oblique arguments (LOC, Goal) can be passivized. No ditransitive examples for this pattern given; not clear if passivization of T is possible from this pattern since only topical objects can be promoted to subject (that is from the T-shifted pattern); similarly R-passivization is more likely from a secundative pattern (see Secundative Construction/Passivization for an example)."
constr131-cparam8,constr131,cparam8,cparam8-c4,,ch001nikolaeva1999[30],only T,"passive with the suffix –a:j-/-a-; apart from P/T, also R/BEN (see below), but also some oblique arguments (LOC, Goal) can be passivized. Passive agent if expressed in the LOC case. No ditransitive examples for this pattern given. Since passivization promotes topical objects (p. 30), T-passivization is expected for this pattern. (see Secundative Construction for examples of R passivization)."
constr132-cparam8,constr132,cparam8,cparam8-c3,ex623,ch001nikolaeva1999[30],only R,"passive with the suffix –a:j-/-a-; apart from P/T, also R/BEN (see below), but also some oblique arguments (LOC, Goal) can be passivized. R-passivization is preferably (or only?) from the secundative pattern (see example (75a) below). NB in (75a) “p:etra:j-e:n Peter-2SG” apparently a misprint; should be: p:etra:j-na Peter-LOC."
constr135-cparam8,constr135,cparam8,cparam8-c4,,ch01kimball1991,only T,"No real passive, but a mediopassive in –ka (76-7); for certain class (class 2Aii with the –li suffix) of transitive verbs. Apparenly only P can be promoted to the subjecy of mediopassive (A is left unexpressed); examples of monotransitive mediopassives include ‘(the church) burned’, etc; no ditransitive examples given, but apparently operates on P/Ts (cf. p. 345: stó:Lkan ‘be taken’) Also an indefinite actor construction can be used in a passive function; which involves an indefinite actor prefix ho- ~ oh-; the indexing of P remains intact, but P may be marked either by ACC (impersonal passive) or by NOM (personal passive) markers. No ditransitive examples given, but should operate on P/Ts."
constr143-cparam8,constr143,cparam8,cparam8-c1,,ch001donohue1999[274],either T or R,"Several passive formatives; most common the general passive in –to, which shows certain variation between personal and impersonal passive (the verb either agrees with the P (=derived S) or is in the default 3sg form; cf. (16a,b), p. 275). Both R and P can be passivized from a ditransitive construction (see exx. under Antipassive” Construction."
constr144-cparam8,constr144,cparam8,cparam8-c1,ex624;ex686,ch001donohue1999[274],either T or R,"Several passive formatives; most common the general passive in –to, which shows certain variation between personal and impersonal passive (the verb either agrees with the P (=derived S) or is in the default 3sg form; cf. (16a,b), p. 275). Both R and P can be passivized from a ditransitive construction (see the source “antipassive” ditransitive construction (26a)): cf. R-passivization in (26b); p. 278; and T-passivization in (26c); p. 278."
constr145-cparam8,constr145,cparam8,cparam8-c4,,ch001donohue1999[274],only T,"Several passive formatives; most common the general passive in –to, which shows certain variation between personal and impersonal passive (the verb either agrees with the P (=derived S) or is in the default 3sg form; cf. (16a,b), p. 275). Only T can be passivized here, as oblique arguments do not passivize"
constr147-cparam8,constr147,cparam8,cparam8-c4,ex687,sohn-1994[301],only T,"Semiproductive morphological passive in –i (allomorphs: -hi/-li/-ki). Usually a direct object (P/T) passivized; yet may also be used in an adversative like fashion, passivizing a possessor of a DO. “Indirect passives” can be related to a double object construction; cf. (128c). Only adversative verbs (e.g. mwul-lita ‘be bitten’, thel-lita ’be robbed of’), not neutral verbs (like ‘be shown’; also ‘be given’?) are normally used in an indirect construction. No ditransitive examples given. There is however a periphrastic passive with infinitive -a/-e plus auxiliary ci- ‘become’, which can apply to ditransitives cwu-e cita ‘be given’ (p. 306) (not clear T or R-passivization). For an example of T-passivization see ex. below. (Note that in In T- passivization, A is introduced by uyhay(e)(se) ‘by, according to’, as it cannot be rendered by the dative for the reasons of ambiguity). O’G (p. 62) also notes that In a dative construction T can be passivized, R cannot ((p. 62; (5))."
constr148-cparam8,constr148,cparam8,cparam8-c2,ex626;ex688,ogrady-1991[59],neither R nor T,Neither R or T can be passivized from a double O construction; cf. the ungrammatical (26) ‘The pencil was given John’ and the ungrammatical (27) ‘John was given a pencil’. O’G (p. 134) also notes that there is a marginal double nominative construction (p. 134; (11) John-NOM pencil-NOM given+become ‘John was give a pencil’) which Gerdts & Youn 1988 consider as derived from a double O construction. O’G however relates it to a general focus structure where a clause initial focus NP doubles the nominative subject (i.e. It’s John (whose) pencil is given).
constr151-cparam8,constr151,cparam8,cparam8-c3,ex627,hagman-1977[81],only R,"The passive suffix -hè is one of Hagman’s “patient suffixes”, and these are said to indicate who/what is the “immediate patient” (i.e. P or R) of the verb (p. 79). “A disproportionate number of passive sentences in Nama have ditransitive verbs, considering the small number of ditransitive verbs which there are... A possible reason for this is that the order of noun phrases in a passive sentence is freer than is the order in a corresponding active sentence. [This is because word order is not needed to distinguish R and T.]” (p. 81) (However, this would only explain why a disproportionate number of ditransitives are passive -- but maybe this is also the case.)"
constr154-cparam8,constr154,cparam8,cparam8-c4,ex689,saltarelli-1988[219],only T,"Many Vs (not all) can be detransitivized (“passivized”, “anticausativized”??) by the change from transitive to intransitive auxiliary. Only (absolutive) DOs can be passivized in this way; cf. detransitivization of the ditransitive verb; R stays in dative and is still indexed by AGRd."
constr156-cparam8,constr156,cparam8,cparam8-c3,ex628,burling-2004[340],only R,"periphrastic passives with auxiliaries man-e cha-a, or just cha-a; man - < ‘get’, cha- < ‘eat’). Only animate objects (Ps) can be passivized; cf. p. 340; ‘The thief has been beaten by the police’). In ditransitives, it is (the animate) R rather than (inanimate) T which is passivized;"
constr157-cparam8,constr157,cparam8,cparam8-c4,,,only T,
constr168-cparam8,constr168,cparam8,cparam8-c4,ex690,konig-heine-2010,only T,"Passivization by the passive enclitic ti (A if expressed introduced by the general/oblique preposition kē). Both R and T can be passivized (see 13a-b). NB K&H passivization noncommittal for the distinction of R and T. Note however that the retained object in those cases is introduced by OBL (kē), which means that only the firs object can be passivized: R in a secundative pattern and T in the indirective pattern."
constr169-cparam8,constr169,cparam8,cparam8-c3,ex629,konig-heine-2010,only R,"Passivization by the passive enclitic ti (A if expressed introduced by the general/oblique preposition kē). Both R and T can be passivized (see 13a-b). NB K&H passivization noncommittal for the distinction of R and T. Note however that the retained object in those cases is introduced by OBL (kē), which means that only the first object can be passivized: R in a secundative pattern and T in the indirective pattern."
constr170-cparam8,constr170,cparam8,cparam8-c4,,,only T,
constr171-cparam8,constr171,cparam8,cparam8-c4,,,only T,
constr172-cparam8,constr172,cparam8,cparam8-c2,ex630;ex691,ch03lefebvre1994[74],neither R nor T,"No real passive but an “adjectival passive” with resultative function. Interestingly, neither R nor T can be passivized in this way; cf. the ungrammatical (11b,c)."
constr173-cparam8,constr173,cparam8,cparam8-c4,,,only T,No examples of passivization; but apparently only T can be passivized (although passive is unproductive).
constr178-cparam8,constr178,cparam8,cparam8-c3,ex631;ex692,rhodes-1990,only R,"Primary objects (R/P) can passivize (24a), secondary objects (T) cannot (cf. the ungrammatical (17b))."
