Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
6566,537,,is-bikkáa-u [bálee pilak]-iiwaaíaschil-uu-k.,,3.POSS-hay-PL [money ten]-sell-PL-DECL,.,They sold their hay for ten dollars.,,,439,287
6567,537,,Dakkoótee Apsáalooke [isaashk-úua haw]-ataal-úu-m.,,Sioux Crow [their.horse-PL some]-steal-PL-DS,.,The Sioux stole some of the Crow’s horses.,,,439,288
6568,537,,Bilaxpáakee-m dí-ss[-baa-kaan]-nak kuu-a-kuú-h.,,person-DET 2.B-GOAL[-INDF-ask.for]-COND give-CONT-give-IMO,.,"If a person asks for something from you, give it to him!",,baa seems to replace the T,439,285
6569,537,,basshíali-lak ammaaan-nía-sh ítt-uu-htaa it itchía-lichi-ssaa-(a)k haa-(a)k [baa-óoli]-hk-uu-k.,,dreams-and REL-do-DET good-PL-although still strong-APPROX-NEG-SS say-SS [INDF-wait.for]-CAUS-PL-DECL,.,"Although his dreams and his deeds were good, they were still not powerful enough, they said, they made him wait.",,baa replaces the base object of a causative (=P/T) (‘made him wait smth’.),439,285
6570,537,,Hinne káalee-sh isbaapíte baláxxii-kaashi-m-nak alúut-kaas-uu-m-nak día-(a)-kuu-ak.,,this old.woman-DET her.grandchild bow-real-DET-and arrow-real-PL-DET-and make-(CONT)-give-SS,.,This old woman made a bow and some arrows for her grandchild.,,kuú GIVE can also be used as a benefactive applicative marker (suffix),439,311
6571,537,,Hinne b-asooké baatachxaxúa b-ittách bii-lía-hkaa-(a)k,,this 1.POSS-younger.sister everything 1-alone 1.B-do-CAUS-SS,.,This sister of mine makes me do everything by myself.,,,439,183
6572,1871,,ša dače nam mul mo:w ma:dal hóh khémna,,fish catch SPEC DEM 3SG.M.A 3SG.F.P give FUT,.,He will give her a fish he caught.,,,440,46
6573,1871,,balaw to: ho-m,,part 1SG.P give(lengthy.obj)-IMP,.,Give me part!,,,440,49
6574,1871,,dakosaʔ-nam-yačuʔ man mul dode,,young.man-SPEC-OBL 3SG.F.A DEM make,.,She made it for the young man.,,,440,173
6575,1871,,k’aye khe mo:w maʔa dode,,self for 3SG.M.A food make,.,He made himself dinner.,,Beneficiary is introduced by the postposition khe ‘for’,440,106
6576,1871,,to phik’a dika-ya-nam tiyiš na,,1SG.P basket give-PASS-SPEC ugly COP,.,The basket given to me is ugly.,,the passive is further nominalized,440,114
6577,1871,,khe kučiya ʔa: k’ohum haʔak-da (mul) maxa-y-ʔa-na-y,,my knife 1.ACC roots cut-LOC DEM steal-PFV-PASS-COP-PFV,.,My knife that I cut roots with was stolen.,,relativization of the instrumental oblique,440,167
6578,1871,,mo:w kaweyo ma-phaneʔ bila-y mul-yaʔ mo:wal maba:če,,3SG.M.A horse NCBR’s-daughter.OBL buy-PFV DEM-A 3SG.M.P kick,.,The horse he bought for his daughter kicked him.,,relativization of T in a benefactive construction,440,167
6579,1871,,dika-ta,,give-DIST,.,Give multiple things. / Multiple giving.,,,440,50
6580,1871,,phow ma:dal ṭhoʔonam maʔa-ka,,3PL.A 3SG.F.P acornmush eat-CAUS,.,They let her eat the acorn mush.,,,440,85
6581,2699,,Na-wua-ngga na njara.,,3SG.NOM-give.to-1SG.DAT ART horse,.,He gives me the horse.,,,442,202 (ex.63b)
6582,2699,,Na-wua-yaj [na njara]j.,,3SG.NOM-give-3SG.ACC [ART horse],.,He gives the horse (away).,,,442,202 (ex.63a)
6583,2699,,(I Ama) na-kei-ngga-nya.,,(ART father) 3SG.NOM-buy-1SG.DAT-3SG.DAT,.,Father buys it for me.,,,442,63 (ex.41)
6584,2699,,Rupu-nggunya-ka [ana manu] nyuna.,,kill.chicken-1SG.CONT-PFV [DIM chicken]NP.d.OBJ heNPi.OBJ,.,I killed a chicken for him. (i.e. I prepared a chicken for him to eat.),,,442,86 (ex.97)
6585,2699,,(Na tau wútu) na-palu-ka (nyungga).,,(ART person be.fat) 3SG.NOM-hit-1SG.ACC (I),.,The big man hit me.,,,442,63 (ex.38)
6586,2699,,Nggiki hi u-pa.taru-ka?,,why CNJ 2SG.NOM-CAUS.watch-1SG.ACC,.,Why do you make me watch (it)?,,,442,186 (ex.25c)
6587,2699,,Ku-pa.ita.ng wiki-nggu.,,1SG.NOM-CAUS.see.ng self-1SG.GEN,.,I showed/revealed myself.,,,442,131 (ex.156)
6588,2699,,Na-plu-nyak ahuj.,,3SG.NOM-hit.for-3SG.DAT dog,.,She kills a dog for himk.,,,442,202 (ex.61b)
6589,2699,,Da-kawàra pa.ngàndi.ng hurat.,,3PL.NOM-both CAUS.take.ng letter,.,They send each other letters. (lit. They both send (someone) letters.),,note that there is a collective adverb ‘both’ in this example,442,188 (ex.30b)
6590,2699,,Na nggula [na pa-pa.ngàndi-nggu-nggau]s.,,ART sugar [ART OBJ.REL-CAUS.take.to-1SG.GEN-2SG.DAT],.,The sugar that I sent (to) you.,,Relativization of T,442,322 (ex.30b)
6591,2699,,Da tau [da pa-wua-nggu ndui]s.,,ART person [ART OBJ.REL-give-1SG.GEN money],.,The people that I gave money to.,,Relativization of R,442,323 (ex.33a)
6592,2699,,Da makaweda [da pa-ngàndi-nggu na nggula]s.,,ART old.woman [ART OBJ.REL-take.to-1SG.GEN ART sugar],.,The old ladies whom I brought the sugar.,,"In case of T relativization, R apparently may be indexed on the verbs (as in a finite clause), but T cannot be marked on the verb if R is relativized (even when definite.",442,323 (ex.34b)
6593,2699,,?Na-wua-ngga-nya na njara.,,3SG.NOM-give.to-1SG.DAT-3SG.DAT ART horse,.,He gives me the horse.,,,442,203 (ex.63c)
6594,2699,,Na-wua-ngga.,,3SG.NOM-give-1SG.DAT,.,He gives (it) to me. / He gives me (to someone).,,"Note that T here is still marked by the dative clitic. In other words, the underlying verb is applicative, not a simple monotransitive.",442,81 (ex.83b)
6597,866,,'a:k'iwilaw xo-wa:-Ø-n-e-'a:n,,book 3.A.O-to-3.I.A.O-PFV-1SG.S-move:1,.,I gave him a book.,,,443,(ex. 2)
6599,866,,'a:k'iwilaw xo-ch'ing Ø-n-e-'a:n,,book 3.A.O-to 3.I.A.O-PFV-1SG.S-move:1,.,I brought a book to him.,,addressee applicative,443,(ex. 1)
6601,866,,Lindsey-ch'ing 'a:k'iwilaw n-e-'a:n,,Lindsey-to book PFV-1SG.S-move:1,.,I brought a book to Lindsey.,,,443,(ex. 5)
6602,866,,mije’e:din ni-wa:-xo-n-e-ł-te:n,,child 2SG.O-PVB-3.A.O-PFV-1SG.S-THM-move:4,.,I handed you my child.,,,443,(ex. 3)
6603,866,,xo-wa-’-ning-’a:n,,3.A.O-PVB-3.A.S-PFV-move:1,.,He gave it to someone (person).,,,443,(ex. 26)
6604,866,,mije'e:din ni-wa:-xo-wi-l-te:n,,child 2SG.O-PVB-3.A.O-PASS-THM-move:4,.,The child was handed to you.,,,443,(ex. 29)
6609,866,,ahdi-wa:-n-e-'a:n,,REFL-PVB-PFV-1SG.SBJ-move:1,.,I gave it to myself.,,,443,(ex.27a)
6610,866,,ø-wa-’-ning-’a:n,,3.INAN.OBJ-PVB-3.AN.SBJ-PFV-move:1,.,"he gave it to someone (child, elder, or animal)",,,443,(ex.28)
6612,866,,'e'ilwilmiɬ xw-e:-na-'-k'e-'i-tɬ’o:wh tɬ'ohkya',,when.evening.comes 3.A.O-onto-THM-3SG.S-3.I.O-cust-tie grass.dress,.,"That evening, she puts the bark dress on her.",,directional applicative,443,(ex.10b)
6613,1871,,mo:w hayu-nam kane,,3SG.M.A dog-SPEC.P bite,.,He bit the dog.,,,440,156
6614,1871,,hayu-nam-yaʔ mo:w-al kane,,dog-SPEC-A 3SG.M-P bite,.,The dog bit him.,,,440,156
6615,2521,,a-mumuy pa-n-kaya-shti.,,3SG.POSS-all 2SG-IO-give-FUT:1SG.SBJ,.,I will give it all to you (PL).,,,444,154
6616,2521,,mi-m-bache-ni,,2SG-IO-leave.CAUS-INTL:1SG.SBJ,.,I am going to send it to you.,,,444,154
6618,2521,,latijsha tëtë-pshë ti-ja-n-wita-m ti-nñu ku-ta-Ø=ya,,then what-entity 1SG-3SG-IO-arrive-2SG.SBJ 1SG-child 3SG.CO-say-3=NVR,.,"Then she said: ‘What did you bring me, my son?’",,,444,289
6619,2521,,ti-n-tëptë-Ø ti-bëshë,,1SG-IO-wash-3 1SG-entity,.,She washed my clothes for me.,,Benefactive Applicative,444,155
6620,2521,,ti-la-mi-m,,1SG-AFO-take-2SG.SBJ,.,You took it from me.,,Malefactive Applicative,444,156
6621,2521,,ti-ja-la-n-dyalala,,1SG-3SG-AFO-IMP.SG-spit,.,Spit at him for me.,,"Interestingly, an (intransitive) verb can take both benefactive and malefactive applicative, resulting in a doubly derived ditransitive.",444,169
6622,2521,,ti-bobo-m,,1SG-hit/kill-2SG.SBJ,.,You hit me.,,,444,145
6624,2574,,kəm-yāwəl-lə hadiyɒ.,,PST-he.give-OBJ.3SG.M present,.,He gave him a present.,,,445,(ex.14c)
6625,2574,,kəm-yāwəl-lə ta ʔaxone pārə.,,PST-he.give-R.3SG.M to/DEF.OBJ brother:his money(PL),.,He gave his brother some money.,,"R flagged, indexed",445,(ex. 23)
6626,2574,,wəl-lə pārə ta xa-məskenɒ.,,gave-he money to a.certain-poor.person,.,He gave money to a (certain) poor person.,,(qṭəl-),445,(ex. 11a)
6627,2574,,kəm-yāwəl-lə ta məskenɒ.,,PST-he.give-OBJ.3SG.M to poor.person,.,He gave it to a poor person.,,,445,(ex. 14b)
6628,2574,,kəm-yāwəl-li ṭāl-e.,,PST-he.give-T.1SG to-3SG.M,.,He gave me to him (in marriage).,,,445,(ex. 17a)
6629,2574,,kəm-yāwə́l-lux-ila.,,PST-he.give-R.2SG.M-T.3PL,.,He gave them to you (ms).,,,445,(ex. 16b)
6630,2574,,b-qaṭl-i-lux,,FUT-they.kill-?-R.2SG.M,.,they will kill you,,,445,4a
6631,2574,,b-qāṭəl-lə ta gorɒ.,,FUT-he.kill-P.3SG.M DEF.OBJ man,.,He will kill the man.,,P flagged and indexed,445,(ex. 19)
6632,2574,,b-qāṭəl gorɒ.,,FUT-he.kill man,.,He will kill a man.,,P not flagged or indexed,445,(ex. 20)
6633,2574,,wil-ā-lə ta malkɒ.,,gave-OBJ.3SG.F-he to king,.,He gave her to a/the king.,,,445,(ex. 32)
6634,2574,,ʔiwən biwā́l-ax-ilə.,,I.M.am giving-R.2SG.F-T.3SG.M,.,I am giving him to you.,,,445,(ex. 29a)
6635,2575,,nē naka=e éil=o om-ûb'-a-n-i=be,,I man=SG.M pig=SG.F 3SG.F.OBJ-give.PFV-3SG.M.R.PFV-REAL-1SG.SBJ=DECL,.,I gave the sow to the man.,,,446,461 (ex. 8)
6636,2575,,ī blatik=o dol-ka-ye-bina-b-io=be,,they plastic_bag=N PL.F.OBJ-give.IPFV-PL.AN.R.IPFV-AUX.HAB-IPFV-2/3PL.AN.SBJ=DECL,.,They (habitually) give (a few) vomit bags to us (i.e. on the missionary plane).,,,446,(ex. 24)
6637,2575,,monî=o om-Ø^-wen-s-e=a yē dê'-n-o=be,,money=N 3SG.F.OBJ-give.PFV-3SG.F.R.PFV-DS.SEQ-3SG.M.SBJ=MED there refuse.PFV-REAL-3SG.F.SBJ=DECL,.,"He gave her (a coin/bill of) money, (but) there she refused (it).",,,446,(ex. 28)
6638,2575,,naka=e dob-suana-^b'-o-n-ebo=be,,man=SG.M 3SG.M.OBJ-hate.PFV-give.PFV-3SG.F.R.PFV-REAL-2SG.SBJ=DECL,.,You hate the man for her (sake).,,,446,(ex. 11)
6639,2575,,yōle éil=e a-nâ-s-ib=e,,well pig=SG.M 3SG.M.OBJ-kill.PFV-REM.PST-2/3PL.AN.SBJ=Q,.,"Well, did they kill the pig?",,,446,(ex. 2)
6640,2575,,amisaal=o dou-n-e=be,,door=N close-REAL-3SG.M.SBJ=DECL,.,He closed the door.,,,446,(ex. 7)
6641,2575,,[buk=o om-ûb'-a-n-amab-i] naka=e,,[book=N 3SG.F.OBJ-give.PFV-3SG.M.R.PFV-AUX.PFV-IRR.INAN.PL.SBJ-1SG.SBJ]RelCl man=SG.M,.,the man to whom I will give the book,,,446,(ex. 33)
6642,2575,,[naka=e om-ub ̑-a-n-amab-i] buk=o,,[man=SG.M 3SG.F.OBJ-give.PFV-3SG.M.R.PFV-AUX.PFV-IRR.INAN.PL.SBJ-1SG.SBJ]RelCl  book=N,.,the book that I will give to the man,,,446,(ex. 34)
6643,2521,,ta-poybolo lëtëmë a-mujumuju=y dula-ta-ø,,1PL-village jungle 3SG.POSS-middle=LOC do;make-MID-3,.,Our village is made in the middle of the jungle.,,"a middle voice suffix -tA, which might perform an anticausative-like function",444,172
6644,2521,,am=chi bali-ø=w yee=w a-tëptë-ø=w=ja,,Q=DIR go.PL-3=PL woman=PL INC-wash-3=PL=SS,.,Where did the women that were washing go?,,subject relative,444,317
6645,2521,,bëjta-y mi-sibë pinta-ta-ø=ti,,see-1SG.SBJ 2SG-house paint-MID-3=DS,.,I see your painted house.,,object relative,444,317
6646,2521,,ama=ti na shunñe ti-tib chajmu ka-m-bachi=ti,,Q=LOC DEM man 1SG-pet dog 3SG-IO-send:1SG.SBJ=DS,.,Where is the man to whom I sent my dog?,,Relativization of R,444,318
6647,2521,,chërë-të-y,,pinch-MID-1SG.SBJ,.,I pinch myself.,,monotransitive,444,170
6648,2521,,buyusa-ta-ø=w,,kiss-MID-3=PL,.,They kiss each other.,,monotransitive,444,170
6649,2521,,ti-ma-n-kaya-ma,,1SG-3PL-IO-give-IMP.SG,.,Give them to me.,,pronominal T,444,167
6650,2521,,ka-n-chaya-ø=ya,,3SG-IO-feed-3=NVR,.,She gave him food.,,,444,154
6651,2521,,ti-n-kama-ø,,1SG-IO-call-3,.,He is calling me.,,,444,154
6652,2241,,mà-ʃn-éʔ bùhká,,FUT-give-3SG.G>1SG.DAT money,.,She will give me money.,,,468,(ex. 1)
6653,2241,,ma-mbày-éʔ mba gùʔwa,,FUT-sell-3SG.G>1SG.DAT a house,.,She will sell me a house.,,,468,(ex. 25b)
6654,2241,,ni-ʦahm-y-ų̆ aʔgù hwą́,,PFV-show-AN-1SG.PEG>3SG.N woman Juan,.,I showed Juan to the woman.,,,468,(ex. 32b)
6655,2241,,ma-ʃn-y-ȗ aʔd-y-oʔ hwą́,,FUT-give-AN-1SG.PEG>3SG.G son/daughter-CLF-1SG.POSS Juan,.,I will give my daughter to Juan (in marriage).,,,468,(ex. 33)
6656,2241,,ni-ʃiáh-ų̀ʔ mba iyìʔ in-ȗ ʤah-òʔ,,PFV-send-1SG.PEG a paper face-3N.POSS elder.sibling-1SG.POSS,.,I sent a letter to my sister.,,,468,(ex. 26)
6657,2241,,ma-ʔka káy-òʔ bùhká pa ruʔd-ŭʔ,,FUT-go.1SG carry1-1SG.DAT money for mother-1SG.POSS,.,I will bring money for my mother.,,1 the meaning is inferred; this form does not occur outside the construction with ‘go’.,468,(ex. 28)
6658,2241,,ma-ʔʦí gòʔ-oʔ,,FUT-buy.3SG.G.ERG house-1SG.POSS,.,She will buy me a house.,,,468,(ex. 54)
6659,2241,,ni-guhpràʔ-á,,PFV-kick-3SG.G>3SG.ABS,.,She kicked him.,,,468,(ex. 7)
6660,2241,,ni-raʔn-ú,,PFV-meet-3SG.G.PEG>3SG,.,She met him.,,,468,(ex. 8)
6661,2241,,mà-ʃn-y-ú nenʤ-òʔ,,FUT-give-AN-3SG.G.PEG>3SG AUX-1SG.DAT,.,She will give me to him.,,,468,(ex. 23b)
6662,2241,,ma-mbày-ó nenʤ-òʔ,,FUT-sell(AN)-3SG.G.PEG>3SG AUX-1SG.DAT,.,She will sell me to him.,,,468,(ex. 24b)
6664,2241,,nì-ʃné,,PFV-give.3SG.G.ERG,.,She gave it.,,,468,(ex. 35b)
6665,2241,,ă dȃmă wì-ʔt-ųʔ,,yes PART PFV.RES-say-1SG.DAT,.,"Yes, I’ve already been told.",,,468,(ex. 36b)
6666,2241,,dudî di ni-ʃn-û Marìa adà nì-ʔga,,avocado REL.INAN PFV-give-3SG.PEG.N>3SG María boy PFV-rot,.,The avocado that María gave the boy (was) rotten.,,,468,(ex. 37b)
6667,2241,,adà ʦi ni-ʃn-û Marìa dudî na-ʃkiʤ-ú,,boy REL.AN PFV-give-3SG.PEG.N>3SG María avocado IPFV-hungry-3SG.DAT.G,.,The boy to whom María gave the avocado (was) hungry.,,,468,(ex. 37c)
6668,2241,,ná ni-ʃn-û Marìa adà,,Q.INAN PFV-give-3SG.PEG.N>3SG María boy,.,What did María give the boy?,,,468,(ex. 38b)
6669,2241,,ʃâ ni-ʃn-û dudî adà,,Q.AN PFV-give-3SG.PEG.N>3SG avocado boy,.,Who gave the avocado to the boy?,,,468,(ex. 38c)
6670,2241,,Pàwlu ni-ʦàhma men-eʔ in-ų̆ ʃabù,,Pablo PFV-show REFL-3SG.N face-3PL.POSS.N people,.,Pablo showed himself to the people.,,,468,(ex. 41)
6671,2241,,hwą́ hmȃ marìa ni-nì bàʃi mehné mi ni-ʦahmà mehné ʃnd-ų̌,,Juan with María PFV-CAUS.AUX nude RECP:3PL.G and PFV-show RECP:3PL.G egg-3PL.POSS.G,.,Juan and María dressed each other off and showed each other their private parts.,,,468,(ex. 42)
6672,2241,,n-ahm-ĭ ni-ʦahma mehn-é hm-ųʔ,,DEF-be.two-ABS.3PL.G PFV-show REFL-3PL.G with-1SG.ABS,.,The two showed each other to me.,,,468,(ex. 43)
6673,2241,,ma-mbày-ó,,FUT-sell-3SG.N.PEG>3SG,.,She will sell it to him.,,,468,(ex. 39a)
6674,2241,,ma-ŋgohw-é,,FUT-sell-3SG.G.ERG,.,She will sell it.,,,468,(ex. 39b)
6675,2241,,hwą́ ni-ʃn-ų̆ lapi-û mbambâ ʦi na-ʔni ahmá,,Juan PFV-give-3SG.G.PEG>3PL pencil-POSS.3PL.N every REL.AN IPFV-make.3SG.N.ERG twiner,.,Juan gave hisi pencil to everyi student.,,"‘Student’ or ‘pupil’ is expressed as a relative clause: ‘(one who) makes twiner’. The basic meaning of the term is ‘one who prays’, a coinage which goes back to times when the only education was religious education. ‘To make twiner’ must originate in a description of the handling of the rosary during prayers.",468,(ex. 44a)
6676,2264,,utun a̰n kin-ta-laa-maka-ḭ̰škḭ̰,,3PL go 1.OBJ-3PL.SBJ-3PL.OBJ-hand.REL-give,.,They are handing them to me. (OR: They are handing me to them.),,,441,270 (ex.340)
6678,2576,,*dúdù-í íí-suzan tàmáá dùmùrík,,teach-HT language-Suzan language Tima,.,teach Suzan the Tima language.,,,448,(ex. 38)
6679,2576,,ŋɨ́nʌ́ʌ̀k íídì ɘ́-yâh,,carry water PREP-LOC.head,.,carry the water on the head,,,448,(ex. 24)
6680,2576,,ɲcʌ̀-lɛ̀m-ɪ́ɪ́-dʌ̀ ìt̪úk ŋ̀-kɨ̀lʌ́ŋìì,,PROG-taste-HT.DAT-1SG porridge PREP-tongue,.,I am tasting the food for myself with the tongue.,,,448,(ex. 25)
6681,2576,,ɲcʌ̀-ŋ̀-kéél-dʌ̀ cɪ́mɪ̀ɪ̀ íí-hamid,,PROG-1SG-buy-1SG:SBJ goat DAT-Hamid,.,I bought a goat for Hamid.,,,448,(ex. 40)
6682,2576,,cɪ́mɪ̀ɪ̀-lɪ́ɨ́ ɲ́-cílíí-nʌ́,,goat-FOC REL.1SG-sell-ERG.1SG,.,I am selling a goat.,,,448,(ex. 2)
6683,2576,,íí-hamid-wʌ́ ɨ́ŋ-kéél-nʌ́-ìì cɪ́mɪ̀ɪ,,DAT-Hamid-FOC REL.1SG-buy-ERG.1SG-DAT goat,.,I buy/bought a goat for Hamid.,,,448,(ex. 4)
6684,2576,,àŋ-káhɪ̀-yíín,,PRF-give-1PL:EXCL,.,(s)he/one has given it to us (excluding the hearer),,,448,(ex. 52)
6685,2576,,kàtàwʊ́ àŋ-káhɪ́-ɪ̀k,,book STAT-give-CAUS,.,the book was donated/given (it wasn’t bought),,,448,(ex. 57)
6686,2576,,ɲcʌ́-ŋ̀-kʊ̀t-ɪ́ɪ́-dʌ̀ kàtáwù,,PROG-1SG-take-HT.DAT-1SG book,.,I am taking the book for myself.,,,448,(ex. 39)
6687,2576,,dúdù-í tàmáá dùmùrík íí-suzan,,teach-HT language Tima DAT-Suzan,.,Teach Suzan the Tima language.,,,448,(ex. 37)
6688,2576,,cɪ́mɪ̀ɪ̀ àŋ-kéél-ɨ́k,,goat STAT-buy-CAUS,.,The goat was sold.,,,448,(ex. 56)
6689,2576,,cíbʌ̀ ↓nʌ́ Hamid dʌ̀ŋʌ́ tánà,,child this Hamid like call,.,They call/name this child Hamid.,,,448,(ex. 30)
6690,2576,,*dúdù-í tàmáá dùmùrík íí-dʌ̀,,teach-HT language Tima DAT-1SG,.,Teach me the Tima language.,,,448,(ex. 36)
6691,2576,,kʊ̀rʊ́h-ɪ̀ɪ̀-nììn tʊ̀rʊ̀mbîl,,push-HT.DAT-1PL:EXCL car,.,Push the car for us.,,,448,(ex. 34)
6692,2264,,ut ta-ḭškḭ-la(ɬ),,s/he SBJ.PL-give.X.to.Y/hit.Y-PFV,.,Y was hit. OR: X was given to Y.,,,441,332 (ex.258)
6693,2264,,utun laa-a̰-ḭškḭ-kan-la(ɬ) hun-libru.,,them 3.OBJ.PL-??-give.X.to.Y-INDF.SBJ-PFV DET-book,.,"Someone loaned them the books, the books were loaned to them.",,,441,274 (ex.358)
6694,2264,,Juan kin-laa-ḭškḭ-la(ɬ) (hun-libru).,,Juan 1.OBJ-3.OBJ.PL-give.X.to.Y-PFV (DET-book),.,Juan gave them to me (the books).,,,441,271 (ex.345)
6695,2264,,kina̰n maa-pupu-ii-yaa-wa hun-škaan,,we CAUS-boil-TRANS-IPFV-1.SBJ.PL DET-water,.,We boil the water.,,,441,129 (ex.50)
6696,2264,,utun ta-taa-la̰qa̰n-yaa-na,,they 3.SBJ.PL-2.OBJ.PL-see.X-IPFV-2.OBJ,.,They see you all.,,,441,237 (ex.156)
6697,2264,,ut kin-sta̰a̰-ni-la(ɬ)-na,,s/he 1.OBJ-3.SBJ.PL-sell.X-PFV-2.OBJ,.,S/he sold it for us.,,,441,238 (ex.158)
6698,2264,,kit ik-ḭškḭ-kan,,1SG 1SG.SBJ-give-REFL.IPFV,.,I give (something) to myself.,,,441,276 (ex.370)
6699,2264,,ut kin-maka-ḭškḭ,,s/he 1.OBJ-BPP-giveX.to.Y,.,S/he hands X to me.,,,441,302 (ex.63)
6700,2264,,ut laa-maa-la̰qa̰n-ni-yaa-na,,s/he 3.OBJ.PL-CAUS-see.X-+OBJ-IPFV-2.OBJ,.,"S/he makes you see them, S/he makes them see you.",,,441,270 (ex.338)
6701,2264,,Juan maa-ča̰n-ni hun-stapu hun-Pedro,,Juan CAUS-sow-OBJ DET-bean DET-Pedro,.,Juan makes Pedro sow beans.,,,441,383 (ex.510)
6702,2264,,ut kin-maa-ḭškḭ-ni hun-ča,,3SG 1SG.OBJ-CAUS-give-OBJ DET-tortilla,.,S/he makes me give her/him the tortillas. (OR: S/he makes her/him give me the tortillas.),,,441,386 (ex.520)
6703,2264,,ut ḭškḭ-nan,,3SG give-OBJ,.,S/he (always) gives (something) to someone. (OR: S/he (always) hits someone.),,,441,398  (ex.575)
6704,2264,,kit ik-yaawan-ni-la(ɬ)-na tun-karta,,1SG 1.SBJ-send.X-+OBJ-PFV-2.OBJ one-letter,.,I sent a letter to you.,,,441,339 (ex.292)
6705,2264,,ut kin-ḭškḭ-ni-la(ɬ),,3SG 1.OBJ-give.X.to.Y-+OBJ-PFV,.,S/he gave X to me for Y. /S/he gave X to Y for me.,,,441,341 (ex.298)
6358,2561,,ó̲lí òkpòsò nwú émà yé ó̲lí ò̲nwìmè.,,the woman take.hold yam ALL the farmer,.,The woman took yam to the farmer.,,,1707,116
6707,2561,,òjè fí úkpóràn yé àlèkè/*lí àlèkè.,,Oje throw stick ALL Aleke/*APPL Aleke,.,Oje threw a stick to Aleke.,,,1707,126
6708,2561,,òjè kpé ítàn vbíé̲é̲  àlèkè,,Oje narrate saying become.apparent.to Aleke,.,Oje conveyed a saying to Aleke.,,,450,(ex. 43 b)
6709,2561,,òjè ré̲ úháóbì vbíé̲é̲ àlèkè.,,Oje take poison.arrow become.apparent.to Aleke,.,Oje showed the poison arrow to Aleke.,,,1707,138 (58)
6710,2561,,òjè kpé ítàn lí áléké hò̲n.,,Oje narrate saying APPL Aleke hear,.,Oje narrated a saying to Aleke.,,,1707,"131
(43 a)"
6711,2561,,ó̲lí ó̲vbekhan gbé ó̲lí ákhè á.,,the youth break the pot CS,.,The youth broke the pot.,,,1707,118 (18a)
6712,2756,,Pam-sh nyip many ny-shuuyooy-k.,,Pam-SBJ me you 3/1-see+CAUS-REAL,.,Pam showed you to me/made  me see you.,,,449,90
6713,2756,,Heather-sh Pam kwnho aay-m.,,Heather-SBJ Pam basket give-REAL,.,Heather gave a basket to Pam.,,,449,42
6714,2756,,Pam-sh kwnho m-aay-m.,,Pam-SBJ basket 3/2-give-REAL,.,Pam gave you the basket.,,,449,42
6715,2756,,Heather-sh Bob ma aay-m.,,Heather-SBJ Bob milk give-REAL,.,Heather gave Bob some milk.,,,449,75
6716,2756,,‘iipaa-ny-sh qwaaq kyaa-m.,,man-DEM-SBJ deer shoot-REAL,.,The man shot a/the deer.,,,449,41
6717,866,,xola' ì-e:-ya-'-k'e-'i-ì-mat',,their.hands RECP.O-against-PL-3.A.S-3.I.O-CUST-THM-slap,.,Each (woman) claps their hands.,,,443,(ex.10c)
6718,2756,,kwnho Bonnie Pam uuaay-a ‘-yuu-k.,,basket Bonnie Pam give+NMLZ-V(AUGMENT) 1-see-REAL,.,I see the basket Bonnie have to Pam.,,,449,261
6719,2577,,Uy ga’an u ma sen n-oma’ g-an,,person 3s DIST come money 1s-father 3s-give,.,That person comes to give my father money.,,,452,(ex. 34)
6720,2577,,Ui ga’an u sen ma n-oma’ g-an.,,person 3s DIST money come 1s-father 3s-give,.,That person gave money to my father.,,,452,(ex.42)
6721,2577,,Na-xala’ yir ma bif ga-mian hufa’.,,1s-mother water come younger.sibling 3s-put.at drink,.,My mum gives water to the child to drink.,,,452,(ex.49)
6722,2577,,...hala qar weg mat ma ga-mian,,others rice raw take come 3s-put.at,.,...others gave him raw rice,,,452,(ex.64)
6723,2577,,yir la pin ma hala wa qau ga-soi na...,,water	 TOP hold come others say good 3s-order eat,.,"water [was] brought [to him], they told him to eat...",,,452,(ex.64)
6724,2577,,Jadi hala biar kriman la pin aria’ ma ni-mian...,,so other children small TOP hold arrive come 1PL.EXCL-put.at,.,So others brought some children here and gave [them] to us...,,,452,(ex.65a)
6725,2577,,Xas la ma ga-mian na.,,manure TOP come 3s-put.at eat,.,Shit [is what] they gave him to eat,,T-relativization/topicalization: note that ma is stranded in the relative clause,452,(ex.47)
6726,2577,,Na sen ma y-um-paxai,,I money come 2PL-APPL-divide,.,I share money with you.,,,452,(ex.74a)
6727,2756,,hnmo ny-tspay-k,,chicken 1/2-fry+BEN-REAL,.,I fried a chicken for you.,,,449,85
6728,2756,,kwnho nyip ‘-ntay ‘-wey-k ‘-uukuy-k,,basket me 1-mother 1-do+BEN-SS 1-sell-REAL,.,I sold baskets for my mother.,,,449,86
6730,943,,xwa’ hin melyu tet naj,,1SG.give.PST my money to CLF/him,.,I gave him my money.,,,454,15
6731,943,,ch-in ha-maka,,ASP-ABS ERG.2-hit.1,.,You hit me.,,,454,109
6732,943,,x-ø-txon̈-ot sunil no’ txitam,,ASP-ABS.3-sell-PASS all CLF/the pig.PL,.,All the pigs got sold.,,,454,79
