Construction_ID,Construction_name,Construction_schema,Description,Language_ID,Construction_meanings::Meaning_ID,Construction_examples::Example_ID,Construction_references::Reference_ID,Construction_references::Pages
227,Benefactive Internal Possessor Construction,?,The benefactive can also be expressed as a possessor of an object or an adjunct (then in combination with a verbalizing particle). Alternatively benefactive can be introduced by the postposition =hyaka ‘for’.,844,2,1701,407,
,,,,,,1929,,
228,Postpositional Indirective Construction,A R+na T obj[T].subj[A].V,"The construction is indirective both in flagging and indexing: T characterizes it as a monotransitive with a postpositional adjunct. T (like P) is unmarked, R is introduced by the postposition na (cross-referencing the noun through the object prefix). The verb indexes T through the object agreement prefixes (and also A through the subject agreement slot).",1263,2,1702,409,
,,,,,,1930,,
387,Allative ye-Construction,A V T ye R,"This construction yields an allative marker ye (preposition? serial verb?), derived from the verbs ’come’. This construction is used with verbs of ballistic motion, but also with ‘manner of motion’ verbs for temporary possession (they use the “applicative” construction for permanent change of possession).",2561,2,6358,36,
,,,,,,6707,1707,
4,Dative-Accusative Construction,A R-dat T-acc V,,11,2,1478,281,
94,Double-Accusative Construction,A R-acc T-acc V,This construction occurs only with very few verbs (primarily lehren ‘teach’) and has a very restricted use.,11,2,1568,,
457,Dative Postpositional Construction,A T V R+se,In this construction the R is postverbal and introduced by the postposition se/še.,1180,2,6419,414,285
463,Double Object Shifted Construction,A R V T,"In this construction the R is shifted into the preverbal P position, while T appears postverbally.",1180,2,6418,414,285
,,,,,,6414,,
464,Double Object Basic Construction,A R T obj[T].obj[R].subj[A].V,This construction is apparently only found with 'give'. It is exceptional in that the verb takes two object agreement markers. Both R and T (as well as A) are unflagged.,1241,2,6433,178,
,,,,,,6435,,
467,Double Object Applicative Construction,A R T (t/p)-r/p-a/s-APPL-V,"This construction differs from the basic construction in that the verb takes the dative –ci- or benefactive –kici- applicative. According to Van Valin, however, if T is pronominal the construction (usually?)  switches to the monotransitive indirective, which would make it different from the basic construction (see under Animacy Effects).
The applied object is preferentially encoded through object AGR, although Williamson notes example of applicatives with the double object agreement.",1241,2,6436,178,6
,,,,,,6437,419,81
468,Indirective Construction,A T obj[T].subj[A].V R+el,"Apart from GIVE other verbs require applicatives to introduce R or Ben arguments. Actually it is not clear whether R/Ben can be introduced in such construction at all. The only example found with a notional ditransitive involves a reflexive form with A binding T, where R is expressed by the postposition el ‘to, at, in’ (Ben in the same construction is expressed by the postposition u- for; because’). Some other verbs having an applicative alternation (buy-from), the postpositional encoding of Source is possible.
Van Valin states that the constructions with pronominal Ts must be encoded by the indirective construction (with a postpositional R/Source) rather than the applicative construction.",1241,2,6438,419,6
,,,,,,6448,178,6
472,Double Object construction,[A R T obj[R].V.subj[A]] –,"The basic ditransitive construction is a double object construction with both R and T unmarked, with secundative indexing. The verb indexes the R through object agreement markers (if 1,2 person; agreement with the 3rd person is zero) (Tamura 2000). – Most ditransitive verbs are derived by causative suffixes or applicative prefixes. – For the Shizunai dialect of Ainu, Refsing (1986: 126) notes a less common variant where R is introduced by the optional directional  preposition orun ‘to’ or orwa ‘from, by’. It is not clear whether the verb agrees with R in that construction as well. –The beneficiary can be alternatively introduced by wa kore (Bugaeva 2010).",62,2,6472,422,
,,,,,,6473,423,126
,,,,,,6474,427,
,,,,,,7051,425,
,,,,,,7052,,
,,,,,,7053,,
475,Direct Double Object Construction,A subj[A].V.subj[A].obj[T] R T,"Evidence for alignment in indexing is mixed. In the direct ditransitive construction (as in monotransitive) A is indexed through (person) prefixes and number suffixes. R (like P) is not indexed in the verb form, which is rather a secundative feature. On the other hand, the verb final suffix which registers (number of the obviative P in monotransitives registers number of T in ditransitives.",2809,2,6491,426,48
,,,,,,6519,,
476,Inverse Double Object Construction,A obj[R].V.obj[R].subj[A] R T,"The alignment is clearly secundative, as P/R is marked in the prefixal and first suffixal slot; in the verb final suffix that indexes the number of A in inverse monotransitives registers the number of T in ditransitives.",2809,2,6501,426,48
480,Ditransitive construction,[A obj[R].obj[T].V.subj[A] T R] –,"Both the R and the T may be indexed on the verb simultaneously. According to MacKay & Trechsel (2008), the construction is completely symmetrical, i.e. R and T show the same behaviour (with respect to object indexing, reflexivization, and reciprocalization), possibly resulting in ambiguity.",2264,2,6507,428,passim
,,,,,,6508,441,
,,,,,,6676,,
,,,,,,6694,,
482,Double Object Construction,A T R obj[R].subj[A].V,"The construction is neutral in terms of flagging (no case marking of core arguments), and is secundative in terms of indexing. Object agreement prefixes (’bound  pronouns’) index R with ditransitives (if R is 1,2 person).",537,2,6557,439,181
,,,,,,6558,,
483,Dative construction,A T subj[A].obj[T].V R-dat,"A and T are unmarked (and indexed on the verbs as far as hierarchical agreement permits it), R is introduced by the dative marker -ja.",2234,2,6524,437,
,,,,,,6525,,
,,,,,,6534,,
486,Double Object construction,[A subj[A].V.(obj[R]).(obj[T]) T R] –,"All the arguments appear unflagged in this construction. The verb agrees with the subject through prefixal agreement, and can also agree with any of the objects (or both) through suffixal agreement. As in monotransitives suffixal agreement is possible when the object as pronominal, or in case of 3rd person objects omitted or topicalized. The order of object agreement markers when both are present is: V-AGRr-AGRt. The word order depends on the animacy hierarchy: if T is higher than R on the hierarchy it is V T R, otherwise it is variable (both V T R and V R T are possible). Note that there appears to be another construction for ditransitive verbs: an allative construction which is used when T is higher than R? (See the C-parameter ""reciprocal constructions"").",2573,2,6539,438,
489,Double Object Construction,A T-obj R-obj V,"Oblique case (without a postposition) seems to be restricted to beneficiaries and addressees, but is also found with (alienable) possessors (p. 239).",1871,2,6572,440,
,,,,,,6573,,
490,Benefactive Indirective Construction,A R-obl T-obj V,"Oblique case (without a postposition) seems to be restricted to beneficiaries and addressees, but is also found with (alienable) possessors (p. 239).",1871,2,6574,440,
,,,,,,6575,,
492,Double Dative Indexing Construction,(A) V=r(=t) T R,,2699,2,6581,442,146 ff
,,,,,,6583,,
497,Applicative R-Indexing/Incorporating Construction,A (R ) T r/p-APPL-t/p-a/s-V,"In this construction T is indexed by the object agreement (is zero in 3rd person), while R is ‘incorporated’ together with the postposition –wa:, which C calls alternatively an ‘incorporated postposition’, a preverb, but also an applicative.  Thus, indexing is indirective insofar as R is introduced by a separate marker. In terms of flagging the construction is neutral: T is unmarked, R is normally not lexically encoded, but if it is then would be equally unmarked",866,2,6597,443,
498,Indirective Postpositional Construction,A R+ch'ing T obj[T].subj[A].V,"This construction is indirective in terms of both flagging and indexing: R is introduced by the postposition, T is unflagged. The verb agrees (apart from the subject) with T through the object agreement prefixes.

The verbs which allow for both constructions, the alternation is similar to dative movement insofar as the applicative construction implies transfer of possession, while the indirective just caused motion. Note that the base verb is a (transitive) motion verb.",866,2,6599,443,
500,Derived Double Object construction,A R T obj[R].obj[T]-appl-V-subj[A],"All the core arguments are unmarked for case. All ditransitive verbs are derived by applicative or causative formation. Indexing is usually secundative, as object agreement prefixes refer to the applied object; yet when the T is pronominal, it would also be indexed by another object prefix.",2521,2,6615,444,154/173
,,,,,,6616,,
,,,,,,6649,,
,,,,,,6651,,
,,,,,,6650,,
502,Secundative Construction with Pronominal R,A V.subj[A].obj[R] T,"This construction is used when R is a pronoun, and the T is indefinite. In this construction, object agreement indexes R. T remains unmarked (R is normally not expressed)",2574,2,6624,445,
503,Mixed Construction,A V.subj[A].obj[R] ta+R T,"Here the alignment is mixed insofar as flagging is rather indirective (the R is introduced with the dative preposition ta), while indexing is secundative: the verbs agrees with the R. This construction is used when R is definite and T indefinite",2574,2,6625,445,
504,Indirective Unmarked Construction,A V.subj[A] T ta+R,"In this construction both flagging is indirective: the R is introduced with the dative preposition ta, there is no indexing on the verb. This construction is used when both T and R are indefinite",2574,2,6626,445,
505,Indirective T-Indexing Construction,A V.subj[A].obj[T] T ta+R,"In this construction both flagging and indexing are indirective: the R is introduced with the dative preposition ta, and the verb agrees with the T. This construction is used when T is definite and/or pronominal and R indefinite, or when T is a 1st-2nd person (in this case also it should be marked in preference to R).",2574,2,6627,445,
,,,,,,6628,,
506,Double Indexing Construction,(A) V-a/s-r/p-(i)t/p (T [ta R]),"In this construction both R and T are marked by the object prefixes, in that order. (T is introduced by the –i- suffix; it is not clear whether it is a morphonological phenomenon, or one should regard the alignment as secundative with special T-agreement suffixes). In this pattern neither R or T are normally expressed as lexical NPs. This construction is used when both R and T are pronominal except fro cases when T is 1st-2nd person, in which case the indirective construction should be used",2574,2,6629,445,
510,Basic Ditransitive Construction,A R T obj[T].V.obj[R].subj[A],"The construction is neutral in terms of flagging, while indexing is rather indirective: T is marked with some ditransitive verbs (with Classifier prefixes), as it also happens with some monotransitive verbs. The R is cross-referenced by the special series of agreement suffixes. (The latter are reminiscent of the object prefixes found with few monotransitives, but are different in positions and somewhat different in form as well). 
The construction is only found with 2 verbs, which differ aspectually and show a slightly different behavior: the perfective ‘give’ -ub- and the imperfective ‘give’ -ka- (see ex. (8), (22) / 6635 & 6636 below). They use a slightly different sets of recipient agreement markers, but the general indexing alignment remains the same",2575,2,6635,446,
,,,,,,6636,,
511,Basic Ditransitive Construction with the Zero Verb,A R T t/p-ø-r-a/s,"This construction is similar to the basic construction in alignment: flagging is neutral, indexing is indirective. Differently from the basic construction the verb is ‘zero’ with the general semantics of ‘handle’ (according to Fedden 2008++). When used monotransitively (without) recipient suffix, the meaning is usually ‘take’, when used with the recipient suffix the meaning is ‘give’. This construction has a separate series of recipient suffixes which end in –n.
Fedden (2008++) explains the appearance of an extra -n- in the R suffix, as a vestige of the old auxiliary verb –n- (meaning ‘give’?). In other verbs he (following Foley) suggests that indirective indexing developed from reanalysis of a verb ad auxiliary into the single verb a form: o-V + o-Aux-s -> o-V-r-s. Thus a special series of indirective indexing developed from a contraction of object prefixes with the old auxiliary.",2575,2,6637,446,
512,Serializing Applicative Construction,A R T t/p-V-APPL (‘give’)-r-a/s,"This construction is similar to the basic construction in alignment: flagging is neutral, indexing is indirective. Differently from the basic  construction, the verb takes the applicative marker, derived from -ub- ‘give’.  Fedden (2008++) characterizes this construction as  ‘root serialization’ with ‘give’; as serialization is found elsewhere, yet ‘give’ serialization is similar to an applicative derivation, as it is more grammaticalized and undergoes phonological change (p. 7). 
Most ditransitive verbs, including TELL, SHOW, are derived (applicative).
Interestingly, this construction is apparently restricted to the perfective, as in the imperfective, the verb can take the beneficiaries directly without the applicative suffix.",2575,2,6638,446,
517,Basic Double Object “Inverse” (Dative-Indexing) Construction,V-(a2+)-r/p2 T (R) (A),"In this construction R is indexed by the series of “dative” inflection (also used for P or some less canonical monotransitives). T is unmarked, R is also apparently unmarked (although no examples of an overt R are given). Thus indexing is secundative, while flagging is neutral. This construction has inverse features, as it is used when R (like P) is 1st or 2nd person. It can also be said to have ergative-secundative features as R like P is marked by agreement in preference to A.",2241,2,6652,468,
,,,,,,6653,,
518,Basic Double Object “Direct” (Pegative-Indexing) Construction,V-a-(+r/p2?) T R (A),"In this construction, possible only when R is in the 3rd person singular, and a special “pegative” agreement (also used for A or some less canonical monotransitives) is used to index A. Thus, indexing is neutral. Flagging is neutral as well as both T and R are unmarked. This construction can be regarded as “direct” as it is used when R is in 3rd person, but it can also be called a kind of “antipassive” as it indexes the first (more A-like) argument rather than the second argument.",2241,2,6654,468,
,,,,,,6655,,
519,Prepositional Secundative-Indexing Construction,V.subj[A].obj[T] T in+R A,"This construction is similar to the basic construction as far as indexing is concerned (note the pegative agreement), but R is prepositional here. More specifically, it is introduced by a locative relational noun in- , taking a possessive inflection to refer to R (or by the true preposition pa < Sp. para). It is not clear whether the dative construction is possible here or if the dative-indexing construction is restricted to unmarked R.",2241,2,6656,468,
,,,,,,6657,,
520,Internal Benefactive Construction,V-(a-)(-t/p) T-r/pos (A),"In this construction the (pronominal) beneficiary can be encoded as a possessor of the theme. The construction shows a regular (with monotransitives) ergative-absolutive alternation, regularly found (with) monotransitives (”absolutive agreement” is used when T is animate, and “ergative” is used elsewhere).",2241,2,6658,468,
523,Dative Nominal Construction,A subj[A].V.obj[T] T i+R,"R (and also beneficiary) is introduced by the preposition i-. T (like P) is unflagged. A is unflagged when preverbal, but is introduced by the ergative preposition if postverbal. This is a regular construction with most intransitive verbs, except for ‘give’. This construction is restricted to nominal rather than pronominal Rs. Benefactive verbs also take the dative construction (see Dimmendaal 2008++: ex. 24 / ex. 6679 below).",2576,2,6678,448,
,,,,,,6679,,
524,Dative Pronominal Construction,A a/s-V-(t/p)-[i-r] T,"If R is pronominal it is still introduced by the preposition i-. The only complicating factor is that with pronominal recipients, the dative object undergoes an obligatory “dative shift” attaching (postcliticizing) to the verbs. This makes the pattern something intermediate between indirective flagging and indirective indexing.",2576,2,6680,448,
525,Double Object Construction,A subj[A].V.obj[R] R T,"The only ditransitive verb which appears in the Double Object Construction is hI- GIVE. It takes R as a regular object P; both flagging ad indexing involves P-style marking, not dative marking. Cf. (accusative) object indexing in (Dimmendaal 2008++: ex. 40 / ex. 6681).
Note, however, that the Double Object Construction occurs in possessor ascension constructions.",2576,2,6681,448,
528,Double Object construction,A-sh T R r-V / A-sh R T r-V,"In the Double Object construction, A is marked by the subject (""marked nominative"") case, while both R and T are unmarked. The verb agrees with the R (if 1,2 person; 3rd person agreement is zero). P, T, R are zero marked; possessor is also unmarked. Further marking of obliques is optional.",2756,2,6713,449,
,,,,,,6714,,
,,,,,,7251,,
,,,,,,7252,,
,,,,,,7253,,
530,vbiee-Serial Verb Construction,A V T vbiee R,"The verb vbiee is a serial verb with the meaning ‘be apparent’, which is interestingly also used in the sense of ‘teach’ as a main verb.

This construction is used with verbs of speech as well as with SHOW. The verb in the ‘show’-construction is grammaticalized though, the same verb is used as GIVE in the applicative construction.",2561,2,6708,36,
,,,,,,6709,1707,
531,hon- Serial Verb Construction,A V T li R hon,"This Serial Verb Construction involves the li/ni, its human noun complement and the predicate hon ‘hear.’ It is used with some verbs of speech: kpe ‘narrate’ , zoo ‘recount’, so ‘sing’.",2561,2,6710,36,
,,,,,,,1707,
534,Double Object Construction,A T R obj[R].V,"This construction involves neutral flagging and secundative indexing. Is apparently possible only with an ‘give sb’, and also with this verb it is marginal.",2577,2,6719,452,
535,Basic (“Oblique”) Serial Verbs Construction,A T ma+R obj[R].V,"This is the most frequent pattern with basic ditransitives. T is introduced by the “oblique” marker ma, which derives from a serial verb ‘come’. R is indexed on the verb.
Even if R is missing, T must be introduced with ma: no valency effects.",2577,2,6720,452,
,,,,,,6721,,
536,Non-Basic Serial Verbs Construction,A T weg/pin (ma) R r/p-V,"This is a less frequent construction with basic ditransitives. In this construction T is introduced (followed) by other (transitive) serial verbs like ‘hold’, take’, possibly also followed with ma ‘come’. In case of animate Ts only this construction is used.",2577,2,6722,452,
,,,,,,6723,,
538,Indirective Prepositional Construction,AUX-t/p/s-a V A T tet R,"A and T are unflagged, R is introduced by the preposition (t)et. This preposition takes the pronominal (1,2 p.) object in a possessive form (w-et my-to ‘to me’).",943,2,6730,454,
,,,,,,6743,453,45 f
540,Indirective Dative Construction,A T subj[A].obj[T].V R-dat,"The majority of transfer verbs including one of the GIVE verbs occur in the Dative construction. The other verbs in this class include ‘bring’,  ‘send’,  ‘sell’, as well as ‘tell’.
Flagging is indirective in that T like P is unmarked while R takes a dative suffix/enclitic. Indexing is also indirective as object agreement indexes the T.",1088,2,6748,455,
,,,,,,6749,788,
541,Double Object Construction,A R T a/s-r/p/s-”APPL”-V,"Ditransitive verbs occurring in the double object constructions represent a closed class in Ket. This type includes two other GIVE verbs, which differ in aspectual properties, as well as DRESS, RUB and COVER.
The subject and both objects in DOC are unmarked, while the verb agrees (apart from the subject) with Recipient through an object agreement slot. Thus, the basic properties of DOC are as follows: flagging is neutral (both objects unmarked), indexing is (usually) secundative (object agreement indexes the Recipient); but see on animacy effects. An interesting property of this construction is that the verb includes an ‘applicative’ marker -b- which is formally identical to the inanimate object (argument) marker in P3.",1088,2,6750,455,
,,,,,,6751,,
,,,,,,7192,,
,,,,,,7193,,
542,Benefactive Construction,A T subj[A].obj[T].V R-adess,"With benefactive verbs, the beneficiary appears in the adessive case; indexing is indirective, as in the dative construction.",1088,2,6752,455,
545,Prepositional Indirective Construction,[A V T R sè (OR: A T V R sè)] –,The R is marked by the postposition sè. The T may precede or follow the verb. (The construction alternates with a double-object construction in which R precedes and T follows the verb.),2539,2,6805,473,
,,,,,,6806,,
546,Unmarked Double Object Construction,A subj[A].V R T,"This construction is found with only one verb kle ‘show, teach’.  In this construction both objects are unmarked: R precedes T. This construction is used when R is higher than T on the person/animacy hierarchy (pronouns > proper nouns > common nouns), otherwise a serial verb construction will be used.",292,2,6814,459,
547,Resumptive Double Object Construction,A (a/s-)V R  (pro/r) T,"This construction differs from the Unmarked Double Object Construction in that it additionally includes the resumptive pronoun referring to R. Formally the structure is identical to the construction with the internal possessor, as under the same conditions the resumptive pronoun can refer to the possessor. Thus ex. 19c / 6815 below can also mean ‘gave Kofi’s money’. Yet, extraction tests point that R is not an NP-internal possessor but rather is NP-external.",292,2,6815,459,
548,Secundative Serial Verb Construction,A fa+T V R,"This is a serial verb construction based on fà ‘take’ which introduces T. This construction is not easily distinguished from (asyndetic) coordination. This construction is used in particular when T is high (or higher than R) on the person/animacy hierarchy.
With GIVE in the Resumptive Double Object Construction, T must be fronted in an SVC if T is definite: thus conditions on the use of SVC are somewhat different.",292,2,6816,459,
550,Ditransitive Direct Construction,subj[A].V.obj[R] A T R,The pattern is neutral in flagging: no case marking on T and R. Indexing is secundative the verb indexes R through suffixes.,929,2,6833,460,
,,,,,,6834,,
551,Ditransitive Inverse Construction,r/p-INV-V A T R,"The pattern is again neutral in flagging. Indexing is secundative insofar as agreement prefixes cross-reference R in inverse of ditransitives, while they cross-reference P with monotransitives.",929,2,6835,460,
,,,,,,6836,,
552,Ditransitive Nonfinite Construction,a/s/pos-V-r/p A T R,"In this non-finite construction, flagging is neutral and indexing is secundative, as agreement suffixes index R (like P).",929,2,6837,460,
557,Symmetrical Ditransitive Construction,V A R T,"Recipient and Theme are both unmarked, and there is no indexing. The word order is free among the postverbal arguments. 

In Bajau (as in other Western Austronesian languages), one argument is Topic (”focused”, “Subject”). In the (default) Object Voice, this is the P, the R or the T; in the Actor Voice (coded by initial nasal), this is the A. Only the Topic may be fronted, relativized and passivized; both the R and the T can be Topic in the Object Voice and can be fronted, relativized and passivized. The construction is thus fully symmatrical (=neutral alignment throughout).",231,2,6849,432,786-787
,,,,,,6850,,
559,Secundative Double Object Construction,A(-erg) subj[A].obj[R].V T R,"In this construction both objects are unmarked (in the absolutive). The A participant may be optionally marked by the ergative case (as in the monotransitive construction). Indexing is secundative: object agreement prefixes (following the subject agreement prefixes) refer to R. (Note however that alignment can switch to indirective if T is animate; see animacy effects).
The Double Object Construction is not restricted to (semantic ditransitives), but is also found in possessor ascension constructions.",2691,2,6860,480,
,,,,,,6861,,
560,Indirective Dative Construction,A(-erg) subj[A].obj[T].V.obj[R] T R-dat,"In this construction, T is unmarked and R takes a dative suffix. The object agreement prefix refers to T, so indexing is indirective here. However, R if animate is encoded by an oblique pronominal clitic (as animate oblique objects of monotransitives and intransitives). This construction is most typical for encoding of beneficiaries, but may also be used for addressees and (animate) Goals.",2691,2,6862,480,
,,,,,,6863,,
562,Double Object Construction,A-erg R T subj[A].V.obj[R],"A is in the ergative case, both R and T are unflagged (are in the unmarked NOM case). Indexing is secundative: the verb agrees with R through the regular object agreement suffixes (these can appear in different slots).",2578,2,6867,469,
,,,,,,6868,,
563,Indirective Construction,A.erg R.loc/all T subj[A]-V-obj[R],"A is in the ergative case, both R and T are unflagged (are in the unmarked NOM case). Indexing is secundative: the verb agrees with R through the regular object agreement suffixes (these can appear in different slots).",2578,2,6869,469,
,,,,,,6870,,
565,Ditransitive construction,A T R-obj V,"The R obligatorily takes the object marker -ñ, while the T never takes the object marker, even if animate and definite (animate and definite Ps always take the object marker, but inanimate Ps usually don’t take it).",2579,2,6897,476,
,,,,,,6895,,
567,Ditransitive Construction,A T R subj[A].obj[R].V,"No flagging, V indexes the A and the R.",1,2,1475,232,107
568,Double Object Secundative Construction,A V.obj[R].subj[A] T R,"This is a basic ditransitive construction with secundative indexing and both objects unmarked. Only two basic ditransitive verbs form this construction though, all other verbs are applicatives. The Double Object Construction can be of the direct or inverse type, depending on the position of A vs. R on the animacy hierarchy.",1407,2,6911,481,
,,,,,,6912,,
569,Indirective Postpostional Construction,A V-t/p-a/s T R mew,This is basically a monotransitive construction with R introduced as a postpositional adjunct. Most underived transitive verbs take this construction unless they take an applicative marker. It also appears in the direct vs. inverse form (depending on the ranking of A vs. T on the person/animacy hierarchy).,1407,2,6922,481,
572,Dative construction,A-nom R-dat T-acc V.subj[A],"Flagging is indirective, the R is in dative, the T in accusative. The verb agrees through suffixes with the subject; hence indexing is neutral. The word order is fairly free but R usually precedes  T.",2582,2,6939,488,
,,,,,,6942,,
573,Double Accusative construction,A-nom R-acc T-acc V.subj[A],"Flagging is neutral, both R and  T are in accusative. The verb agrees through suffixes with the subject; hence indexing is neutral. The most common word order is again R before T. This construction is used with few ditrannsitives like prokaléO ‘offer’ , didáskO and paideúO ‘teach’, aitéO, erOtáw ‘ask’, and tréphO ‘feed’. All of these verbs however are also used with a more frequent dative construction",2582,2,6940,488,
,,,,,,6941,489,
575,Dative (lative) construction,A-erg R-lat T(-abs) obj[T].V,"Dative construction is used for permanent transfer of possession. It is indirective in terms of flagging; as well as indexing for some verbs which show verbal (gender) agreement.
The dative construction is also used for beneficiaries.",1106,2,6943,461,
,,,,,,6946,491,
576,Allative (apud-lative) construction,A.erg R.apud.lat T(abs) (p/t/s)-V,"Like dative construction, the allative is also indirective in terms of flagging (and optionally indexing). Unlike the dative construction, the allative indicates temporary transfer. Thus, the semantic difference between the two constructions with GIVE is related to permanent/temporary distinction (not in itself how successful is the transfer). So ‘give as a gift’ (‘podaril’) takes DAT, ‘lend’ (‘odolzhil’) takes ALL.
The allative construction is also used for encoding Goals.",1106,2,6945,461,
,,,,,,6947,491,
,,,,,,6959,,
577,Locative (cont-essive)construction,A.erg R.cont.ess T(abs) (p/t/s)-V,"Like dative and allative constructions, the locative  is also indirective in terms of flagging (and optionally indexing). it is used with TELL, ASK, (also STEAL), but is also regular with morphological causatives.",1106,2,6948,491,
,,,,,,6949,461,
579,Dative construction,A(-erg) R-dat T V.subj[A],"Like the monotransitive construction, this construction is obligatorily ergative in the past tenses, with an optional use of ergative marker on A in non-past tenses. R obligatorily takes the dative marker; T is unmarked (even if animate/definite; that is, differential object marking is suspended in Nepali).",2785,2,6967,496,
,,,,,,6968,,
581,Secundative construction,A-erg R-abs T-ins V.subj[A].obj[R],R is in the absolutive and is cross-referenced by object agreement; T is in the instrumental (”ablative-modalis”) case and not indexed.,2894,2,6978,465,
,,,,,,6979,,
582,Indirective construction,A-erg R-all T-abs V.subj[A].obj[T],T is in the absolutive and is cross-referenced by object agreement; R is in the allative case and not indexed.,2894,2,6980,465,
,,,,,,6981,,
586,Double Object Construction,A V R T,"For many verbs, definite T arguments are excluded. ""There are only a small number of verbs in the language that permit definite Theme NPs"" (Osam 1996: 63), e.g. 'teach', 'ask', 'lend', 'show'. To express ditransitive clauses with definite T, the Take Serial Construction must be used.",70,2,7035,482,
,,,,,,7055,736,
,,,,,,5396282925,,
,,,,,,5396276561,,
,,,,,,5396118835,,
,,,,,,5396112129,,
587,Double Object Construction,A V R T,"The R precedes the T, and there is no marking. The order is strict for full NP objects, but a clitic pronoun object always precedes a full NP object.",2721,2,7037,726,
588,Postpositional Recipient Construction,A V R+nɛ T,"The R is followed by the postposition nɛ, which may also mark the beneficiary. This construction is not possible when the R is a personal pronoun.",2721,2,7039,726,
,,,,,,7040,,
590,Double Object construction,A V R T,,1439,2,7042,505,
598,Prepositional Ditransitive,A V T nai+R,The R is marked by the preposition nai ‘to’.,2587,2,7050,537,"52, 83"
601,Ditransitive,,secundative,2590,2,7054,763,
602,Ditransitive construction,[A R+áŋ T V],,72,2,7056,620,243
603,Ditransitive construction,[A R T subj[A].V.obj[R]] –,"no flagging, secundative indexing",2592,2,7057,732,
604,Dative construction,,indirective,2594,2,7058,637,146
605,Ditransitive,,indirective (kha31 is locational marker),2595,2,7059,44855175547,
606,Ditransitive (BJ),,split between IO and PO,2596,2,7060,603,
,,,,,,7061,,
,,,,,,7062,,
,,,,,,7063,,
607,Ditransitive,,indirective,2597,2,7064,612,
,,,,,,7065,,
,,,,,,7066,,
608,Ditransitive,,dative case on the R (Minassian 1980: 309); indirective flagging,2600,2,,684,
609,Ditransitive,,indirective flagging,2601,2,7067,566,
610,Ditransitive,,mixed,2602,2,7068,792,
,,,,,,7069,,
611,Ditransitive,,indirective,2604,2,7070,590,
612,Ditransitive,,indirective,2605,2,7071,764,
,,,,,,7072,,
,,,,,,7073,,
,,,,,,7074,,
613,Ditransitive,,indirective,2606,2,7075,791,
614,Ditransitive,,indirective flagging,2608,2,7076,652,
615,Ditransitive,,secundative,2609,2,7077,669,
616,Ditransitive,,PO; both (A and R)  (optionally) marked by -re (see p. 35 also p. 65),2610,2,7078,646,
,,,,,,7079,,
,,,,,,7080,,
617,Ditransitive,,p. 25-26 dative-posposition -iku; indirective,2611,2,7081,518,
618,Ditransitive,,indirective,2612,2,7082,554,
619,Ditransitive,,"neutral
(see also p: 93, 103, 147, 149, 157, 158, 161); flagging: indirective
indexing: secundative",2613,2,7083,725,
,,,,,,7084,,
620,Ditransitive,,"Belhare is a primary-object language; thus, in datransitives it is the goal rather than the theme argument that triggers P.agreement
Primary and secondary objects are not differentiated by case-marking, where all objects are in the absolutive.

Bickel 2003 p. 565; secundative",2614,2,,538,
621,Ditransitive,,indirective,2616,2,7085,522,
622,Ditransitive,,indirective,2617,2,7086,784,
623,Ditransitive,,"half a dozen underived ditransitive verbs in the language
won ‘give’
berlwon ‘give (daughter) in marriage’
berrebbun ‘promise’
yirrukmang ‘deprive’
A+R are cross-referenced by pronominal prefix
T can be incorporated
no flagging
# counts as PrimObj, because T is not indexed
Evans 2003 p. 395; primO",2618,2,,599,
624,Ditransitive,[A-erg V.subj[A].dat[R] T-abs R-dat],,2619,2,7087,771,50-51
,,,,,,15946079470,,
625,Ditransitive,A R+na T V,"indirective flagging; na is a postposition that marks both patients and recipients. With patients, it is often not used, mostly for disambiguation (as in Spanish)",2620,2,7088,755,"87, 117-119"
626,Ditransitive,A R obj[R].V.subj[A] T,"secundative indexing, with inverse construction",2621,2,7089,611,
627,Ditransitive,A T V R+ga,indirective flagging,2622,2,7090,544,
,,,,,,7091,,
629,Ditransitive,A R-r(a) T V,indirective indexing,2624,2,7093,754,
,,,,,,15946327370,,
631,Ditransitive,,indirective,2626,2,7095,777,582-583
634,Ditransitive,A-erg T-abs R-dat obj[R].V,"T is flagged by Dative in -ar, R is cross-indexed by verb prefixes.",2629,2,,536,"69, 92"
635,Ditransitive,A R V T,"R is realized as a ""direct object"" preceding the verb, and T is realized as a ""peripheral element"", following the verb. The only two verbs that allow an object after the verb without a postposition are gba 'give' and tɛˋ˜ 'refuse'",2630,2,11728524890,11728554646,213
636,Ditransitive,A(-erg) R-dat T-abs V,R is flagged by dative suffix or postposition jā.,2631,2,7097,775,35
,,,,,,7098,,
637,Ditransitive,,mixed,2710,2,7099,643,
,,,,,,7100,,
638,Ditransitive,,indirective,2632,2,7101,718,
639,Ditransitive,,"IO coded dative (-ra)
DO coded dative only on animate Nps
Noonan 2003b p. 330; indirective",2633,2,,,
640,Ditransitive,,secundative; no case-marking on objects,2634,2,7102,741,
641,Ditransitive,,,2635,2,7103,735,
642,Ditransitive,,neutral,2900,2,7104,11642038704,
643,Ditransitive,,Θù ‘give’ see Veerman-Leichsenring 2000 p. 110,2636,2,,783,
644,Ditransitive,,"indirective; subjects must have NOM case
nonsubjects may have OBL case",2637,2,7105,571,
,,,,,,7106,,
