Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
6497,1426,,"Ngayu ngurnu muyi-i kartungu-u kurntal-yu yungku-lha, nhawungarra-ma-nnguli-waa.",,1SG.NOM that.ACC dog-ACC 2SG.GEN-ACC daughter-ACC give-PST look.after-CAUS-PASS-PURPs/o,"Ngayu ngurnu muyi-i kartungu-u kurntal-yu yungku-lha, nhawungarra-ma-nnguli-waa.",I gave your daughter the dog so she could look after it. (lit. I gave your daughter the dog so it could be looked after by her.),,,411,261
6498,1426,,Ngunhu pawulu nganaju parla-a warntitha-rralha.,,that.NOM child 1SG.ACC stone-ACC throw-PST,Ngunhu pawulu nganaju parla-a warntitha-rralha.,That child threw a stone at me (hitting me).,,,411,68
6499,1426,,Ngayu parla-a warntitha-rralha ngurnu-ngka muyi-ngka wanyarri-wala.,,1SG.NOM rock-ACC throw-PST that.ACC-LOC dog-LOC run.away-PURPds,Ngayu parla-a warntitha-rralha ngurnu-ngka muyi-ngka wanyarri-wala.,I threw a rock at that dog so it would run away.,,,411,
6500,1426,,"Ngunhaa marrari-i yimpala-lwa wangka-nguru ngurnu-ngara-a, kuliya-lwaa-l wiyaa ngula.",,that.NOM word-ACC like.that-ID speak-PRS that.OBL-PL-ACC hear-PURPs/o-THEN maybe IGNOR,"Ngunhaa marrari-i yimpala-lwa wangka-nguru ngurnu-ngara-a, kuliya-lwaa-l wiyaa ngula.","He talked like that, spoke that word (yirru) to them, so then they would hear (understand) maybe, I don’t know.",,,411,223
6501,2809,,Keq kt-iy-oq kisi-pson-at muwinuw-ol kosona al tan?,,what 2-say.to-INV PRF-catch-3.CONJ bear-OBV or uncertain WH,Keq kt-iy-oq kisi-pson-at muwinuw-ol kosona al tan?,"What did he tell you, did he catch the bear, or not?",,,426,200
6502,2809,,Mali ’-kis-ewestuwam-a-l peskuw-ol pomawsuwinow-ol.,,Mary 3-PRF-talk.to-DIR-OBV one-OBV person-OBV,Mali ’-kis-ewestuwam-a-l peskuw-ol pomawsuwinow-ol.,Mary (Prox) spoke to one person (Obv).,,,426,38
6503,2809,,k-ciksotom-uhti-ne-nnu-l.,,2-listen.to.TR.INAN-PL-n-1PL-INAN.PL,k-ciksotom-uhti-ne-nnu-l.,We (INCL.PL) listen to them (INAN).,,,426,43
6504,2809,,k-ciksotuw-a-nnu-kj,,2-listen.to.TR.ANIM-DIR-1PL-3PL,k-ciksotuw-a-nnu-kj,We (INCL) listen to them.,,"The verb agrees with a proximate argument, which is A in the direct. A is indexed through the person prefix and number suffix: verb-final suffix indexes the obviative argument (P).",426,43
6505,2809,,k-ciksota-ku-nnu-k,,2-listen.to.TR.ANIM-INV-1PL-3PL,k-ciksota-ku-nnu-k,They listen to us (INCL).,,,426,43
6506,2809,,"Nit mil-ut-ss assok-taqsuwakon, kiseltomuw-a-n ‘-tuwehkan etoli-piskahte-k.",,that.INAN give-INDF/3-DUB.PRET strange-noise INDF.allow-DIR-n 3-use.TR.INAN IC.there-be.dark-II.CONJ,"Nit mil-ut-ss assok-taqsuwakon, kiseltomuw-a-n ‘-tuwehkan etoli-piskahte-k.",The wondrous noise that was given to him he is allowed to use in the dark world.,,,426,184
6507,2264,,ʔṵ́t kí-ʔḭ́škḭ́ hɔ́n-líbru,,s/he 1.OBJ-give DET-book,ʔṵ́t kí-ʔḭ́škḭ́ hɔ́n-líbru,S/he gives me the book.,,,428,230
6508,2264,,šwáan kí-láa-maka-ʔḭ́škḭ́-ɬ (hɔ́n-líbru),,Juan 1.OBJ-3.OBJ-body.part.prefix-give-PFV (DET-book),šwáan kí-láa-maka-ʔḭ́škḭ́-ɬ (hɔ́n-líbru),Juan handed them to me (the books).,,,428,239
6509,2264,,kiná̰n ʔḭ́k-láa-maka-ʔḭ́škḭ́ hɔ́n-líbru,,we 1SBJ-3PL.OBJ-body.part.prefix-give.1PL.SBJ DET-book,kiná̰n ʔḭ́k-láa-maka-ʔḭ́škḭ́ hɔ́n-líbru,We handed them the book(s). OR: We handed him/her the books.,,"The 3PL object prefix can index the R (first reading) or the T (second reading). If the R is indexed, the T is not indexed (hence both ‘the book’ and ‘the books’ are possible readings).",428,238
6274,3,,no-e no-ra-lai ya-sǝres-ke-o.,,he-ERG he-PL-OBJ 3PL-recognize-PFV-3SG,no-e no-ra-lai ya-sǝres-ke-o.,He recognized them.,,,235,79
6511,6,,nji-n-bageerna-wa,,II-3.M-chase-AUX:PST.PFV,nji-n-bageerna-wa,He chased her.,,,262,334
6512,2264,,kít ʔḭ́k-lakaswá̰a̰t-ni-kán hɔ́m-Pedro,,I 1.SBJ-shave-DAT.APPL-REFL DET-Pedro,kít ʔḭ́k-lakaswá̰a̰t-ni-kán hɔ́m-Pedro,"I shave myself for Pedro, OR: I shave Pedro for myself.",,This example is ambiguous.,428,248
6513,2264,,ʔṵtún ta-láa-lakaswá̰a̰t-ni-kán hɔ́m-Pedro,,I SBJ.PL-RECP-shave-DAT.APPL-REFL DET-Pedro,ʔṵtún ta-láa-lakaswá̰a̰t-ni-kán hɔ́m-Pedro,They shave each other for Pedro. OR: They shave Pedro for each other.,,This example is ambiguous.,428,248
6514,2264,,ʔṵ́t ʔḭ́ḭwa̰-ɬ hɔ́n-taláqnṵṵt,,s/he buy-PFV DET-shirt,ʔṵ́t ʔḭ́ḭwa̰-ɬ hɔ́n-taláqnṵṵt,S/he bought the shirt.,,,428,231
6516,2809,,"‘-Pecim-a-n [putep-ehsis-ol nut-ahc-il], ‘-pet-oqotaha-n eyi-li-t Koluskapiy-il.",,3-attract-DIR-n [NPwhale-DIM-OBV hear-3.CONJ.INV-PART.OBV] 3-come-swim-n IC.be-OBVS-3.CONJ Koluskap-OBV,"‘-Pecim-a-n [putep-ehsis-ol nut-ahc-il], ‘-pet-oqotaha-n eyi-li-t Koluskapiy-il.",He attracts a little whale that hears him; He swims up to Koluskap.,,,426,46
6517,2809,,Kosiciy-ul kis-ankuweht-uwon atomupil-ol Piyel naka Susehp mil-osk-opon-il.,,know.TR.ANIM-1/2 PRF-sell-2.CONJ car-INAN.PL Piyel and Joseph give-2.CONJ.INV-PRET-PART.INAN.PL,Kosiciy-ul kis-ankuweht-uwon atomupil-ol Piyel naka Susehp mil-osk-opon-il.,I know (about you) that you sold the cars Piyel and Joseph gave you.,,,426,291
6518,2809,,Susehp kis-onuhmuw-ew-it atomupil kakawiye.,,[NPJoseph PRF-buy-APPL-1.CONJ.INV car] go.fast.3,Susehp kis-onuhmuw-ew-it atomupil kakawiye.,The car that Joseph bought for me goes really fast.,,,426,161
6519,2809,,"Yet mihqotakon, wen-il kisi-messunom-uwa-t Susehp?",,that.INAN knife who-OBV PRF-show-APPL-3.CONJ Joseph,"Yet mihqotakon, wen-il kisi-messunom-uwa-t Susehp?","That knife, who did Joseph show it to?",,,426,41
6520,2809,,Tan-iyut yaq kis-ankuwehto-k utapakon Piyel?,,WH-this.INAN QUOT PRF-sell-3.CONJ 3.car Piyel,Tan-iyut yaq kis-ankuwehto-k utapakon Piyel?,Which car did Piyel sell?,,,426,214
6521,2809,,Keqsey etoli-ht-uw-ot wen?,,what IC.PROG-make-APPL-2.CONJ who,Keqsey etoli-ht-uw-ot wen?,What are you making for who?,,,426,158
6522,2809,,Susehp mil-a-n pesq wikhikon yatte wen.,,Joseph give-DIR-n one book each someone,Susehp mil-a-n pesq wikhikon yatte wen.,Joseph gave each person one book.,,,426,134
6523,2809,,"Mali ‘-kis-onuhmuw-ew-a-n tapakon, wot olu skitap.",,Mary 3-PRF-buy-APPL-DIR-n car this TOP man,"Mali ‘-kis-onuhmuw-ew-a-n tapakon, wot olu skitap.","Mary bought a car for him, this man.",,,426,189
6524,2234,,namo_ro kïn-ekarama wïja wëri,,3.PR.COL_EXCT 3.PST.PFV-give 1:DAT woman,namo_ro kïn-ekarama wïja wëri,They gave me a woman.,,,437,424
6525,2234,,sen wï-rï ëë-ja,,3.INAN.PROX 1.A-make:PRS.PFV 2-DAT,sen wï-rï ëë-ja,I made this for you.,,,437,424
6526,2234,,Maani_ja n-ekarama.,,Maani_DAT 3.A.O-give:PRS.PFV,Maani_ja n-ekarama.,S/he gave it to Maani.,,preverbal R,437,533
6527,2234,,n-ekarama Maani_ja.,,3.A.O-give:PRS.PFV Maani_DAT,n-ekarama Maani_ja.,S/he gave it to Maani.,,postverbal R,437,533
6528,2234,,Kurapina tï-njo inonta-ne.,,Kurapina 3.R-husband abandon-PST.PFV,Kurapina tï-njo inonta-ne.,Kurapina abandoned her husband.,,,437,501
6529,2234,,nï-pï,,3.A.O-bathe:PRS.PFV,nï-pï,S/he has bathed him/her/it.,,,437,501
6530,2234,,irë-npë_pëe joi tï-wë-e wïja.,,3.INAN.ANAPH-PST_ABL lizard.SP REM.PST-shoot-REM.PST 1:A,irë-npë_pëe joi tï-wë-e wïja.,After that I shot a lizard.,,,437,553
6531,2234,,Sipaki tï-tuuka-po-e pahko_ja karaiwa_ja.,,Spike REM.PST-hit-CAUS-REM.PST 1:father_DAT(A?/CAUSEE?) Brazilian_DAT(A?/CAUSEE?),Sipaki tï-tuuka-po-e pahko_ja karaiwa_ja.,(1) My father made the Brazilian hit Spike. (2) The Brazilian made my father hit Spike.,,Double Dative marking,437,554
6532,2234,,"an-po_n-ai kïrï, pihko i-n-kanawa-ntë-hpë?",,WH-LOC_3.SA-COP man 1:older.brother 3-O.ACT.NMLZ-canoe-BEN.VBLZ-PST,"an-po_n-ai kïrï, pihko i-n-kanawa-ntë-hpë?",Where is the man to whom my older brother gave a canoe?,,,437,574
6533,2234,,"ma, aano wi-ponoo-ja-e wapo? sen_po ji-w-eh-to? ji-w-eh-topo-npë?",,ATTN which 1.A-tell-PRS.IPFV-CTY first 3.INAN.PROX_LOC 1-SA-COP-CIRC.NMLZ 1-SA-COP-CIRC.NMLZ-PST,"ma, aano wi-ponoo-ja-e wapo? sen_po ji-w-eh-to? ji-w-eh-topo-npë?",Which one do I tell first? (The story) of my being here? (The story) of my past?,,,437,436
6534,2234,,serë w-ene-po ëë-ja.,,3.INAN.PROX 1.A-see-CAUS:PRS.PFV 2-DAT,serë w-ene-po ëë-ja.,I showed you that.,,,437,512
6535,2234,,ji-pawana wi-pakore-ntë-e.,,1-friend 1.A-house-BEN.VBLZ:PRS.IPFV-CTY,ji-pawana wi-pakore-ntë-e.,I am (going to) give my friend a house.,,,437,271
6536,2234,,ji-nmuku m-erahtë-po wïja.,,1-son 1.A-find-CAUS 1:CAUSEE,ji-nmuku m-erahtë-po wïja.,You made me find my son.,,,437,425
6537,2234,,j-ekï wï-pï-po-e manko_ja.,,1-pet:POSS 1.A-bathe-CAUS:PRS.IPFV-CTY 1:mother_CAUSEE,j-ekï wï-pï-po-e manko_ja.,I am making my mother bathe my pet.,,,437,502
6539,2573,,na-sen-e si-rálam Ø-aare axu,,SBJ.3SG-give-TAM CL4-money CL1-woman CL1.DEM.ANAPH,na-sen-e si-rálam Ø-aare axu,He gave money to the woman.,,,438,(ex. 10b)
6541,2573,,na-sen-il-ol-sen,,SBJ.3s-give-OBJ.3p-OBJ.3s-give,na-sen-il-ol-sen,He gave him to them.,,,438,(ex.15b)
6543,2573,,fu-mangu fi-sen-i a-ɲɲil axu,,CL7-mango CL7-give-PASS CL1-child CL1.DEM.ANAPH,fu-mangu fi-sen-i a-ɲɲil axu,A mango has been given to the child.,,,438,(ex.29b)
6544,2573,,*a-ɲɲil axu na-sen-i fu-mangu,,CL1-child CL1.DEM.ANAPH SBJ.3s-give-PASS CL7-mango,*a-ɲɲil axu na-sen-i fu-mangu,The child was given a mango.,,,438,(ex.30)
6545,2573,,Ø-aare axu na-sen-oro-e fu-mangu,,CL1-woman CL1.DEM.ANAPH SBJ.3s-give-REFL-TAM CL7-mango,Ø-aare axu na-sen-oro-e fu-mangu,The woman gave a mango to herself.,,,438,(ex.32b)
6546,2573,,Ø-aare axu na-sen-e fu-go-ol Ø-áine axu,,CL1-woman CL1.DEM.ANAPH SBJ.3s-give-TAM CL7-head-POSS.3s CL1-man CL1.DEM.ANAPH,Ø-aare axu na-sen-e fu-go-ol Ø-áine axu,The woman gave herself to the man. (lit. The woman gave her head to the man.),,,438,(ex.33)
6547,2573,,gu-boɲ-or-boɲ-or si-letar,,SBJ.3p-send-RECP-send-RECP CL4-letter,gu-boɲ-or-boɲ-or si-letar,They sent letters to each other.,,,438,(ex.36b)
6548,2573,,gu-mulakken-or-mulakken-or ni a-ffan e-súk,,SBJ.3p-denounce-RECP-denounce-RECP at CL1-old CL3-village,gu-mulakken-or-mulakken-or ni a-ffan e-súk,They gave each other to the chief of the village.,,,438,(ex.37)
6549,2573,,fu-mangu fafu f-o Ø-aare axu a-sen-me a-ɲɲil axu,,CL7-mango CL7.DEM.ANAPH CL7-REL CL1-woman CL1.DEM.ANAPH SBJ.3s-give-DEP CL1-child CL1.DEM.ANAPH,fu-mangu fafu f-o Ø-aare axu a-sen-me a-ɲɲil axu,The mango that the woman gave to the child.,,,438,(ex.26b)
6550,2573,,a-ɲɲil axu Ø-o a-aare axu a-sen-me fu-mangu fafu,,CL1-child CL1.DEM.ANAPH CL1-REL CL1-woman CL1.DEM.ANAPH SBJ.3s-give-DEP CL7-mango CL7.DEM.ANAPH,a-ɲɲil axu Ø-o a-aare axu a-sen-me fu-mangu fafu,The child to whom the woman gave the mango.,,,438,(ex.26c)
6551,2573,,na-sen-e su-júr-ol Ø-áine axumu,,SBJ.3s-give-TAM CL4-daughter-POSS.3s CL1-man CL1.DEM.DIST,na-sen-e su-júr-ol Ø-áine axumu,He gave his daughters to this man.,,,438,(ex.11a)
6552,2573,,ni-sen-i-ol,,SBJ.1s-give-OBJ.2s-OBJ.3s,ni-sen-i-ol,I gave him to you.,,,438,(ex.21)
6553,2573,,*na-sen-ol-om,,SBJ.3s-give-OBJ.3s-OBJ.1s,*na-sen-ol-om,He gave me to him.,,,438,(ex.24)
6554,2573,,bu-nux babu Atejo na-sen-bo u-aɲ-a-aw,,CL5-wine CL5.DEM.ANAPH Atejo SBJ.3s-give-OBJ.CL5 CL6-farm-AG-DEF,bu-nux babu Atejo na-sen-bo u-aɲ-a-aw,"The wine, Atejo gave it to the farmers.",,,438,(ex.27b)
6555,2573,,u-aɲ-a-aw Atejo na-sen-il bu-nux babu,,CL6-farm-AG-DEF Atejo SBJ.3s-give-OBJ.3p CL5-wine CL5.DEM.ANAPH,u-aɲ-a-aw Atejo na-sen-il bu-nux babu,"The farmers, Atejo gave them the wine.",,,438,(ex.27c)
6556,2573,,Atejo na-teg-ol,,Atejo SBJ.3s-bit-OBJ.3s,Atejo na-teg-ol,Atejo bit him.,,,438,(ex.7b)
6557,537,,Larry-sh bálaa-m Billy-sh kuú-k,,Larry-DET money-DET Beilly-DET give-DECL,Larry-sh bálaa-m Billy-sh kuú-k,Larry gave Billy some money.,,,439,182
6558,537,,baa-m dii-waa-chiweé-w-ii-k.,,INDF-DET 2.B-1.A-tell-1.A-will-DECL,baa-m dii-waa-chiweé-w-ii-k.,I’ll tell you something.,,,439,181
6559,537,,bishkaxchía iisé áxxit-ak íiwaa-(a-)latchi-lak.,,dog.brush his.face stick.in-SS sry-(CONT-)continue-DS,bishkaxchía iisé áxxit-ak íiwaa-(a-)latchi-lak.,"He stuck his face into the dog brush, he kept crying.",,,439,197
6560,537,,Hinne baa-lii-waa-chiwaá-u xaxúa dís-bilaxpaake chiwaá-h.,,this INDF-2.B-1.A-tell-PL all 2.POSS-people tell-IMP,Hinne baa-lii-waa-chiwaá-u xaxúa dís-bilaxpaake chiwaá-h.,Tell all these things we have told you to your people.,,,439,197
6561,537,,bii-láa-lichi-k,,1.B-2.A-hit-DECL,bii-láa-lichi-k,You hit me.,,,439,178
6562,537,,John iichíili-m ma-kóo-sh sapéen ataalí?,,John horse-DET 1.B-give-DET who steal,John iichíili-m ma-kóo-sh sapéen ataalí?,Who stole the horse John gave me?,,illustrates T-relativization in a headed relative clause,439,421
6563,537,,sáap-balee-lia-la-hche-wia-laa-?,,what-1.B.PL-do-2.A-CAUS-want-2.A-Q,sáap-balee-lia-la-hche-wia-laa-?,What do you want to have us do?,,,439,422
6564,537,,ichíhchishiia dútt-ak dástaa-(a)k díhch-apis-aala-h,,root get-SS chew-SS 2-REFL-rub.on-PL.IMP,ichíhchishiia dútt-ak dástaa-(a)k díhch-apis-aala-h,"Get some roots, chew them, and rub them on yourselves.",,,439,201
6565,537,,húu-laa bii-híi-m ee-wa-k(u)-biá-waa-ht.,,come-SS 1.B-reach-DS food-1.A-give-want.to-1.A-although,húu-laa bii-híi-m ee-wa-k(u)-biá-waa-ht.,"He came, he reached me, and although I wanted to give him food.",,"P incorporation, but also T incorporation",439,279
6566,537,,is-bikkáa-u [bálee pilak]-iiwaaíaschil-uu-k.,,3.POSS-hay-PL [money ten]-sell-PL-DECL,is-bikkáa-u [bálee pilak]-iiwaaíaschil-uu-k.,They sold their hay for ten dollars.,,,439,287
6567,537,,Dakkoótee Apsáalooke [isaashk-úua haw]-ataal-úu-m.,,Sioux Crow [their.horse-PL some]-steal-PL-DS,Dakkoótee Apsáalooke [isaashk-úua haw]-ataal-úu-m.,The Sioux stole some of the Crow’s horses.,,,439,288
6568,537,,Bilaxpáakee-m dí-ss[-baa-kaan]-nak kuu-a-kuú-h.,,person-DET 2.B-GOAL[-INDF-ask.for]-COND give-CONT-give-IMO,Bilaxpáakee-m dí-ss[-baa-kaan]-nak kuu-a-kuú-h.,"If a person asks for something from you, give it to him!",,baa seems to replace the T,439,285
6569,537,,basshíali-lak ammaaan-nía-sh ítt-uu-htaa it itchía-lichi-ssaa-(a)k haa-(a)k [baa-óoli]-hk-uu-k.,,dreams-and REL-do-DET good-PL-although still strong-APPROX-NEG-SS say-SS [INDF-wait.for]-CAUS-PL-DECL,basshíali-lak ammaaan-nía-sh ítt-uu-htaa it itchía-lichi-ssaa-(a)k haa-(a)k [baa-óoli]-hk-uu-k.,"Although his dreams and his deeds were good, they were still not powerful enough, they said, they made him wait.",,baa replaces the base object of a causative (=P/T) (‘made him wait smth’.),439,285
6570,537,,Hinne káalee-sh isbaapíte baláxxii-kaashi-m-nak alúut-kaas-uu-m-nak día-(a)-kuu-ak.,,this old.woman-DET her.grandchild bow-real-DET-and arrow-real-PL-DET-and make-(CONT)-give-SS,Hinne káalee-sh isbaapíte baláxxii-kaashi-m-nak alúut-kaas-uu-m-nak día-(a)-kuu-ak.,This old woman made a bow and some arrows for her grandchild.,,kuú GIVE can also be used as a benefactive applicative marker (suffix),439,311
6571,537,,Hinne b-asooké baatachxaxúa b-ittách bii-lía-hkaa-(a)k,,this 1.POSS-younger.sister everything 1-alone 1.B-do-CAUS-SS,Hinne b-asooké baatachxaxúa b-ittách bii-lía-hkaa-(a)k,This sister of mine makes me do everything by myself.,,,439,183
6572,1871,,ša dače nam mul mo:w ma:dal hóh khémna,,fish catch SPEC DEM 3SG.M.A 3SG.F.P give FUT,ša dače nam mul mo:w ma:dal hóh khémna,He will give her a fish he caught.,,,440,46
6573,1871,,balaw to: ho-m,,part 1SG.P give(lengthy.obj)-IMP,balaw to: ho-m,Give me part!,,,440,49
6574,1871,,dakosaʔ-nam-yačuʔ man mul dode,,young.man-SPEC-OBL 3SG.F.A DEM make,dakosaʔ-nam-yačuʔ man mul dode,She made it for the young man.,,,440,173
6575,1871,,k’aye khe mo:w maʔa dode,,self for 3SG.M.A food make,k’aye khe mo:w maʔa dode,He made himself dinner.,,Beneficiary is introduced by the postposition khe ‘for’,440,106
6576,1871,,to phik’a dika-ya-nam tiyiš na,,1SG.P basket give-PASS-SPEC ugly COP,to phik’a dika-ya-nam tiyiš na,The basket given to me is ugly.,,the passive is further nominalized,440,114
6577,1871,,khe kučiya ʔa: k’ohum haʔak-da (mul) maxa-y-ʔa-na-y,,my knife 1.ACC roots cut-LOC DEM steal-PFV-PASS-COP-PFV,khe kučiya ʔa: k’ohum haʔak-da (mul) maxa-y-ʔa-na-y,My knife that I cut roots with was stolen.,,relativization of the instrumental oblique,440,167
6578,1871,,mo:w kaweyo ma-phaneʔ bila-y mul-yaʔ mo:wal maba:če,,3SG.M.A horse NCBR’s-daughter.OBL buy-PFV DEM-A 3SG.M.P kick,mo:w kaweyo ma-phaneʔ bila-y mul-yaʔ mo:wal maba:če,The horse he bought for his daughter kicked him.,,relativization of T in a benefactive construction,440,167
6579,1871,,dika-ta,,give-DIST,dika-ta,Give multiple things. / Multiple giving.,,,440,50
6580,1871,,phow ma:dal ṭhoʔonam maʔa-ka,,3PL.A 3SG.F.P acornmush eat-CAUS,phow ma:dal ṭhoʔonam maʔa-ka,They let her eat the acorn mush.,,,440,85
6581,2699,,Na-wua-ngga na njara.,,3SG.NOM-give.to-1SG.DAT ART horse,Na-wua-ngga na njara.,He gives me the horse.,,,442,202 (ex.63b)
6582,2699,,Na-wua-yaj [na njara]j.,,3SG.NOM-give-3SG.ACC [ART horse],Na-wua-yaj [na njara]j.,He gives the horse (away).,,,442,202 (ex.63a)
6583,2699,,(I Ama) na-kei-ngga-nya.,,(ART father) 3SG.NOM-buy-1SG.DAT-3SG.DAT,(I Ama) na-kei-ngga-nya.,Father buys it for me.,,,442,63 (ex.41)
6584,2699,,Rupu-nggunya-ka [ana manu] nyuna.,,kill.chicken-1SG.CONT-PFV [DIM chicken]NP.d.OBJ heNPi.OBJ,Rupu-nggunya-ka [ana manu] nyuna.,I killed a chicken for him. (i.e. I prepared a chicken for him to eat.),,,442,86 (ex.97)
6585,2699,,(Na tau wútu) na-palu-ka (nyungga).,,(ART person be.fat) 3SG.NOM-hit-1SG.ACC (I),(Na tau wútu) na-palu-ka (nyungga).,The big man hit me.,,,442,63 (ex.38)
6586,2699,,Nggiki hi u-pa.taru-ka?,,why CNJ 2SG.NOM-CAUS.watch-1SG.ACC,Nggiki hi u-pa.taru-ka?,Why do you make me watch (it)?,,,442,186 (ex.25c)
6587,2699,,Ku-pa.ita.ng wiki-nggu.,,1SG.NOM-CAUS.see.ng self-1SG.GEN,Ku-pa.ita.ng wiki-nggu.,I showed/revealed myself.,,,442,131 (ex.156)
6588,2699,,Na-plu-nyak ahuj.,,3SG.NOM-hit.for-3SG.DAT dog,Na-plu-nyak ahuj.,She kills a dog for himk.,,,442,202 (ex.61b)
6589,2699,,Da-kawàra pa.ngàndi.ng hurat.,,3PL.NOM-both CAUS.take.ng letter,Da-kawàra pa.ngàndi.ng hurat.,They send each other letters. (lit. They both send (someone) letters.),,note that there is a collective adverb ‘both’ in this example,442,188 (ex.30b)
6590,2699,,Na nggula [na pa-pa.ngàndi-nggu-nggau]s.,,ART sugar [ART OBJ.REL-CAUS.take.to-1SG.GEN-2SG.DAT],Na nggula [na pa-pa.ngàndi-nggu-nggau]s.,The sugar that I sent (to) you.,,Relativization of T,442,322 (ex.30b)
6591,2699,,Da tau [da pa-wua-nggu ndui]s.,,ART person [ART OBJ.REL-give-1SG.GEN money],Da tau [da pa-wua-nggu ndui]s.,The people that I gave money to.,,Relativization of R,442,323 (ex.33a)
6592,2699,,Da makaweda [da pa-ngàndi-nggu na nggula]s.,,ART old.woman [ART OBJ.REL-take.to-1SG.GEN ART sugar],Da makaweda [da pa-ngàndi-nggu na nggula]s.,The old ladies whom I brought the sugar.,,"In case of T relativization, R apparently may be indexed on the verbs (as in a finite clause), but T cannot be marked on the verb if R is relativized (even when definite.",442,323 (ex.34b)
6593,2699,,?Na-wua-ngga-nya na njara.,,3SG.NOM-give.to-1SG.DAT-3SG.DAT ART horse,?Na-wua-ngga-nya na njara.,He gives me the horse.,,,442,203 (ex.63c)
6594,2699,,Na-wua-ngga.,,3SG.NOM-give-1SG.DAT,Na-wua-ngga.,He gives (it) to me. / He gives me (to someone).,,"Note that T here is still marked by the dative clitic. In other words, the underlying verb is applicative, not a simple monotransitive.",442,81 (ex.83b)
6597,866,,'a:k'iwilaw xo-wa:-Ø-n-e-'a:n,,book 3.A.O-to-3.I.A.O-PFV-1SG.S-move:1,'a:k'iwilaw xo-wa:-Ø-n-e-'a:n,I gave him a book.,,,443,(ex. 2)
6599,866,,'a:k'iwilaw xo-ch'ing Ø-n-e-'a:n,,book 3.A.O-to 3.I.A.O-PFV-1SG.S-move:1,'a:k'iwilaw xo-ch'ing Ø-n-e-'a:n,I brought a book to him.,,addressee applicative,443,(ex. 1)
6601,866,,Lindsey-ch'ing 'a:k'iwilaw n-e-'a:n,,Lindsey-to book PFV-1SG.S-move:1,Lindsey-ch'ing 'a:k'iwilaw n-e-'a:n,I brought a book to Lindsey.,,,443,(ex. 5)
6602,866,,mije’e:din ni-wa:-xo-n-e-ł-te:n,,child 2SG.O-PVB-3.A.O-PFV-1SG.S-THM-move:4,mije’e:din ni-wa:-xo-n-e-ł-te:n,I handed you my child.,,,443,(ex. 3)
6603,866,,xo-wa-’-ning-’a:n,,3.A.O-PVB-3.A.S-PFV-move:1,xo-wa-’-ning-’a:n,He gave it to someone (person).,,,443,(ex. 26)
6604,866,,mije'e:din ni-wa:-xo-wi-l-te:n,,child 2SG.O-PVB-3.A.O-PASS-THM-move:4,mije'e:din ni-wa:-xo-wi-l-te:n,The child was handed to you.,,,443,(ex. 29)
6609,866,,ahdi-wa:-n-e-'a:n,,REFL-PVB-PFV-1SG.SBJ-move:1,ahdi-wa:-n-e-'a:n,I gave it to myself.,,,443,(ex.27a)
6610,866,,ø-wa-’-ning-’a:n,,3.INAN.OBJ-PVB-3.AN.SBJ-PFV-move:1,ø-wa-’-ning-’a:n,"he gave it to someone (child, elder, or animal)",,,443,(ex.28)
6612,866,,'e'ilwilmiɬ xw-e:-na-'-k'e-'i-tɬ’o:wh tɬ'ohkya',,when.evening.comes 3.A.O-onto-THM-3SG.S-3.I.O-cust-tie grass.dress,'e'ilwilmiɬ xw-e:-na-'-k'e-'i-tɬ’o:wh tɬ'ohkya',"That evening, she puts the bark dress on her.",,directional applicative,443,(ex.10b)
6613,1871,,mo:w hayu-nam kane,,3SG.M.A dog-SPEC.P bite,mo:w hayu-nam kane,He bit the dog.,,,440,156
6614,1871,,hayu-nam-yaʔ mo:w-al kane,,dog-SPEC-A 3SG.M-P bite,hayu-nam-yaʔ mo:w-al kane,The dog bit him.,,,440,156
6615,2521,,a-mumuy pa-n-kaya-shti.,,3SG.POSS-all 2SG-IO-give-FUT:1SG.SBJ,a-mumuy pa-n-kaya-shti.,I will give it all to you (PL).,,,444,154
6616,2521,,mi-m-bache-ni,,2SG-IO-leave.CAUS-INTL:1SG.SBJ,mi-m-bache-ni,I am going to send it to you.,,,444,154
6618,2521,,latijsha tëtë-pshë ti-ja-n-wita-m ti-nñu ku-ta-Ø=ya,,then what-entity 1SG-3SG-IO-arrive-2SG.SBJ 1SG-child 3SG.CO-say-3=NVR,latijsha tëtë-pshë ti-ja-n-wita-m ti-nñu ku-ta-Ø=ya,"Then she said: ‘What did you bring me, my son?’",,,444,289
6619,2521,,ti-n-tëptë-Ø ti-bëshë,,1SG-IO-wash-3 1SG-entity,ti-n-tëptë-Ø ti-bëshë,She washed my clothes for me.,,Benefactive Applicative,444,155
6620,2521,,ti-la-mi-m,,1SG-AFO-take-2SG.SBJ,ti-la-mi-m,You took it from me.,,Malefactive Applicative,444,156
6621,2521,,ti-ja-la-n-dyalala,,1SG-3SG-AFO-IMP.SG-spit,ti-ja-la-n-dyalala,Spit at him for me.,,"Interestingly, an (intransitive) verb can take both benefactive and malefactive applicative, resulting in a doubly derived ditransitive.",444,169
6622,2521,,ti-bobo-m,,1SG-hit/kill-2SG.SBJ,ti-bobo-m,You hit me.,,,444,145
